host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
192.168.1.11			192.168.1.53			18541			33582			TCP			505			6.8s
192.168.1.11			192.168.1.53			13300			31242			TCP			951			1.5s
192.168.1.11			192.168.1.53			19504			36507			TCP			694			1.1s
192.168.1.11			192.168.1.53			16490			31560			TCP			725			5.2s
192.168.1.11			192.168.1.53			14795			36984			TCP			566			6.7s
192.168.1.11			192.168.1.53			10976			31495			TCP			457			7.1s
192.168.1.11			192.168.1.53			16796			32767			TCP			815			4.3s
192.168.1.11			192.168.1.53			11023			37854			TCP			799			6.5s
192.168.1.11			192.168.1.53			10883			35227			TCP			452			5.9s
192.168.1.11			192.168.1.53			13312			31589			TCP			630			1.0s
192.168.1.11			192.168.1.53			13187			31702			TCP			663			6.1s
192.168.1.11			192.168.1.53			17938			30985			TCP			453			1.5s
192.168.1.13			192.168.1.53			11502			39737			TCP			687			3.1s
192.168.1.13			192.168.1.53			13397			33031			TCP			843			3.5s
192.168.1.13			192.168.1.53			19758			36471			TCP			465			5.9s
192.168.1.13			192.168.1.53			19694			31821			TCP			475			3.0s
192.168.1.13			192.168.1.53			17082			30238			TCP			759			5.2s
192.168.1.13			192.168.1.53			17223			39638			TCP			460			2.7s
192.168.1.13			192.168.1.53			15313			32851			TCP			491			1.3s
192.168.1.13			192.168.1.53			12065			34015			TCP			408			1.4s
192.168.1.13			192.168.1.53			14779			38320			TCP			957			4.9s
192.168.1.13			192.168.1.53			18594			37688			TCP			737			6.0s
192.168.1.13			192.168.1.53			10971			37830			TCP			617			1.4s
192.168.1.13			192.168.1.53			17804			35626			TCP			945			1.5s
192.168.1.13			192.168.1.53			16123			31570			TCP			439			4.9s
192.168.1.13			192.168.1.53			16521			37250			TCP			451			5.3s
192.168.1.13			192.168.1.53			12221			36964			TCP			988			5.3s
192.168.1.13			192.168.1.53			18322			31636			TCP			756			6.5s
192.168.1.13			192.168.1.53			13841			33029			TCP			707			3.5s
192.168.1.13			192.168.1.53			14387			34149			TCP			657			7.2s
192.168.1.13			192.168.1.53			15930			36969			TCP			491			4.0s
192.168.1.13			192.168.1.53			13191			36913			TCP			862			3.2s
192.168.1.13			192.168.1.53			19299			34201			TCP			430			6.3s
192.168.1.13			192.168.1.53			19395			30183			TCP			668			6.3s
192.168.1.13			192.168.1.53			13981			36609			TCP			710			3.4s
192.168.1.13			192.168.1.53			14935			36055			TCP			826			2.1s
192.168.1.13			192.168.1.53			10818			38820			TCP			904			6.5s
192.168.1.13			192.168.1.53			13984			33961			TCP			710			6.2s
192.168.1.13			192.168.1.53			13649			33194			TCP			678			2.3s
192.168.1.13			192.168.1.53			16048			30737			TCP			672			3.8s
192.168.1.13			192.168.1.53			18636			32621			TCP			443			2.9s
192.168.1.13			192.168.1.53			16536			31808			TCP			470			3.0s
192.168.1.13			192.168.1.53			15097			34317			TCP			467			3.9s
192.168.1.13			192.168.1.53			17091			34954			TCP			605			1.8s
192.168.1.13			192.168.1.53			18746			36250			TCP			421			1.6s
192.168.1.13			192.168.1.53			14257			32113			TCP			631			1.9s
192.168.1.13			192.168.1.53			11259			31466			TCP			661			1.2s
192.168.1.13			192.168.1.53			18523			31376			TCP			456			3.2s
192.168.1.13			192.168.1.53			15240			38098			TCP			787			5.2s
192.168.1.13			192.168.1.53			12724			32632			TCP			892			4.0s
192.168.1.13			192.168.1.53			13848			36199			TCP			432			3.9s
192.168.1.13			192.168.1.53			11712			30356			TCP			676			3.4s
192.168.1.13			192.168.1.53			13435			38579			TCP			787			4.0s
192.168.1.13			192.168.1.53			10789			36461			TCP			739			4.0s
192.168.1.13			192.168.1.53			13212			34273			TCP			542			6.2s
192.168.1.13			192.168.1.53			17817			38837			TCP			916			5.2s
192.168.1.13			192.168.1.53			13058			36197			TCP			546			1.1s
192.168.1.13			192.168.1.53			11286			31337			TCP			433			6.1s
192.168.1.13			192.168.1.53			16059			31494			TCP			438			4.7s
192.168.1.13			192.168.1.53			18401			33147			TCP			800			3.0s
192.168.1.13			192.168.1.53			16669			38058			TCP			609			6.8s
192.168.1.14			192.168.1.255			12115			39907			TCP			493			6.6s
192.168.1.14			192.168.1.255			13080			30081			TCP			955			2.6s
192.168.1.14			192.168.1.255			13450			32968			TCP			761			7.2s
192.168.1.14			192.168.1.255			12520			36145			TCP			515			6.5s
192.168.1.14			192.168.1.255			15186			33515			TCP			505			2.1s
192.168.1.14			192.168.1.255			11870			33707			TCP			602			3.4s
192.168.1.14			192.168.1.255			15492			35375			TCP			539			3.9s
192.168.1.14			192.168.1.255			13818			31636			TCP			657			4.1s
192.168.1.14			192.168.1.255			19789			38593			TCP			771			6.5s
192.168.1.14			192.168.1.255			15181			37413			TCP			685			6.8s
192.168.1.14			192.168.1.255			12413			39322			TCP			535			1.7s
192.168.1.14			192.168.1.255			18853			32564			TCP			782			5.2s
192.168.1.14			192.168.1.255			11565			36809			TCP			481			1.3s
192.168.1.14			192.168.1.255			13198			31979			TCP			850			6.9s
192.168.1.14			192.168.1.255			16694			33665			TCP			479			6.6s
192.168.1.14			192.168.1.255			12199			35187			TCP			500			2.7s
192.168.1.14			192.168.1.255			19825			39786			TCP			494			4.4s
192.168.1.14			192.168.1.255			15775			37376			TCP			988			4.8s
192.168.1.14			192.168.1.255			17429			31831			TCP			755			1.5s
192.168.1.14			192.168.1.255			13426			35889			TCP			716			6.0s
192.168.1.14			192.168.1.255			13295			38677			TCP			667			1.8s
192.168.1.14			192.168.1.255			16788			34153			TCP			423			6.1s
192.168.1.14			192.168.1.255			13300			32211			TCP			615			4.2s
192.168.1.14			192.168.1.255			19103			30950			TCP			531			5.1s
192.168.1.14			192.168.1.255			12934			31552			TCP			480			3.2s
192.168.1.14			192.168.1.255			12108			33218			TCP			520			2.8s
192.168.1.14			192.168.1.255			12070			36035			TCP			648			5.3s
192.168.1.14			192.168.1.255			11631			32260			TCP			422			4.9s
192.168.1.14			192.168.1.255			18127			32992			TCP			521			4.9s
192.168.1.14			192.168.1.255			19919			36333			TCP			450			6.3s
192.168.1.14			192.168.1.255			14558			35788			TCP			949			6.6s
192.168.1.14			192.168.1.255			15858			34376			TCP			905			1.8s
192.168.1.14			192.168.1.255			11675			36921			TCP			754			5.3s
192.168.1.14			192.168.1.255			17414			30025			TCP			838			6.3s
192.168.1.14			192.168.1.255			10055			33758			TCP			1000			5.2s
192.168.1.14			192.168.1.255			18022			39386			TCP			671			6.8s
192.168.1.14			192.168.1.255			18171			35516			TCP			764			3.1s
192.168.1.14			192.168.1.255			14920			38074			TCP			816			3.5s
192.168.1.14			192.168.1.255			19061			30011			TCP			562			3.2s
192.168.1.14			192.168.1.255			11508			31608			TCP			971			3.1s
192.168.1.14			192.168.1.255			16187			30672			TCP			996			2.6s
192.168.1.14			192.168.1.255			13855			37207			TCP			407			4.6s
192.168.1.14			192.168.1.255			18073			36302			TCP			912			1.9s
192.168.1.14			192.168.1.255			10986			36093			TCP			613			3.8s
192.168.1.14			192.168.1.255			10078			30641			TCP			514			2.3s
192.168.1.15			192.168.1.53			19559			758			TCP			615			3.9s
192.168.1.15			192.168.1.53			2169			163			TCP			739			2.7s
192.168.1.15			192.168.1.53			16229			1369			TCP			683			3.1s
192.168.1.15			192.168.1.53			3926			2027			TCP			618			2.8s
192.168.1.15			192.168.1.53			9181			1711			TCP			747			2.4s
192.168.1.15			192.168.1.53			11431			1538			TCP			659			2.1s
192.168.1.15			192.168.1.53			15068			701			TCP			745			2.2s
192.168.1.15			192.168.1.53			9883			637			TCP			687			2.0s
192.168.1.15			192.168.1.53			18223			1786			TCP			863			2.9s
192.168.1.15			192.168.1.53			15665			486			TCP			665			2.4s
192.168.1.15			192.168.1.53			12118			1222			TCP			790			2.5s
192.168.1.15			192.168.1.53			14267			439			TCP			786			3.8s
192.168.1.15			192.168.1.53			7257			716			TCP			859			3.7s
192.168.1.15			192.168.1.53			2368			353			TCP			633			1.6s
192.168.1.15			192.168.1.53			16205			761			TCP			704			1.4s
192.168.1.15			192.168.1.53			8956			1636			TCP			873			2.0s
192.168.1.15			192.168.1.53			10782			961			TCP			848			3.7s
192.168.1.15			192.168.1.53			15263			1340			TCP			698			1.4s
192.168.1.15			192.168.1.53			12346			1238			TCP			687			2.0s
192.168.1.15			192.168.1.53			4251			1371			TCP			785			1.9s
192.168.1.15			192.168.1.53			19549			186			TCP			638			3.7s
192.168.1.15			192.168.1.53			7340			743			TCP			879			3.1s
192.168.1.15			192.168.1.53			17404			269			TCP			819			2.7s
192.168.1.15			192.168.1.53			5085			1580			TCP			610			1.6s
192.168.1.15			192.168.1.53			19157			691			TCP			694			1.4s
192.168.1.15			192.168.1.53			17716			1686			TCP			796			3.0s
192.168.1.15			192.168.1.53			9077			519			TCP			742			2.6s
192.168.1.15			192.168.1.53			9243			1286			TCP			779			3.3s
192.168.1.15			192.168.1.53			4104			906			TCP			642			3.6s
192.168.1.15			192.168.1.53			17467			893			TCP			655			2.2s
192.168.1.15			192.168.1.53			3182			1058			TCP			893			3.2s
192.168.1.15			192.168.1.53			15482			976			TCP			683			3.9s
192.168.1.15			192.168.1.53			4464			1124			TCP			880			2.9s
192.168.1.15			192.168.1.53			15886			188			TCP			772			1.5s
192.168.1.15			192.168.1.53			14531			906			TCP			736			1.1s
192.168.1.15			192.168.1.53			5640			1301			TCP			754			2.8s
192.168.1.15			192.168.1.53			12149			1722			TCP			800			2.7s
192.168.1.15			192.168.1.53			14544			1612			TCP			760			3.7s
192.168.1.15			192.168.1.53			19204			1315			TCP			629			3.6s
192.168.1.15			192.168.1.53			5772			1052			TCP			705			3.0s
192.168.1.15			192.168.1.53			2818			535			TCP			660			3.1s
192.168.1.15			192.168.1.53			15696			1895			TCP			822			3.0s
192.168.1.15			192.168.1.53			8284			214			TCP			667			1.8s
192.168.1.15			192.168.1.53			17276			1252			TCP			818			2.5s
192.168.1.15			192.168.1.53			19015			151			TCP			761			3.4s
192.168.1.15			192.168.1.53			19501			804			TCP			788			1.1s
192.168.1.15			192.168.1.53			19083			1355			TCP			874			3.1s
192.168.1.15			192.168.1.53			15798			2025			TCP			637			3.9s
192.168.1.15			192.168.1.53			5944			797			TCP			711			3.9s
192.168.1.15			192.168.1.53			19055			851			TCP			706			3.7s
192.168.1.15			192.168.1.53			5855			906			TCP			801			2.8s
192.168.1.15			192.168.1.53			10850			1355			TCP			815			2.4s
192.168.1.15			192.168.1.53			14587			1597			TCP			858			2.7s
192.168.1.15			192.168.1.53			18743			378			TCP			636			1.8s
192.168.1.15			192.168.1.53			7576			1316			TCP			877			1.5s
192.168.1.15			192.168.1.53			3220			1988			TCP			790			1.6s
192.168.1.15			192.168.1.53			8749			1064			TCP			894			1.8s
192.168.1.15			192.168.1.53			4750			884			TCP			751			1.0s
192.168.1.15			192.168.1.53			7049			1514			TCP			825			3.4s
192.168.1.15			192.168.1.53			4697			180			TCP			774			2.9s
192.168.1.15			192.168.1.53			3110			916			TCP			818			3.1s
192.168.1.15			192.168.1.53			2866			1345			TCP			615			2.0s
192.168.1.15			192.168.1.53			6620			2045			TCP			848			3.0s
192.168.1.15			192.168.1.53			8498			1732			TCP			681			3.0s
192.168.1.15			192.168.1.53			5241			1135			TCP			897			4.0s
192.168.1.15			192.168.1.53			18367			404			TCP			819			3.2s
192.168.1.15			192.168.1.53			11432			1860			TCP			699			1.6s
192.168.1.15			192.168.1.53			8248			601			TCP			802			1.9s
192.168.1.15			192.168.1.53			5950			1703			TCP			631			2.0s
192.168.1.15			192.168.1.53			19956			662			TCP			840			2.6s
192.168.1.15			192.168.1.53			18149			1473			TCP			693			3.2s
192.168.1.15			192.168.1.53			18757			629			TCP			892			1.3s
192.168.1.15			192.168.1.53			5325			224			TCP			819			3.3s
192.168.1.15			192.168.1.53			4334			942			TCP			707			2.2s
192.168.1.15			192.168.1.53			19041			63			TCP			732			3.0s
192.168.1.15			192.168.1.53			8491			1307			TCP			823			1.0s
192.168.1.15			192.168.1.53			8774			1852			TCP			664			3.6s
192.168.1.15			192.168.1.53			6405			901			TCP			639			3.9s
192.168.1.15			192.168.1.53			16120			182			TCP			632			3.0s
192.168.1.15			192.168.1.53			12131			432			TCP			865			1.5s
192.168.1.15			192.168.1.53			5388			835			TCP			635			3.0s
192.168.1.15			192.168.1.53			4285			472			TCP			894			3.2s
192.168.1.15			192.168.1.53			12026			453			TCP			816			1.6s
192.168.1.15			192.168.1.53			16230			2019			TCP			899			3.2s
192.168.1.15			192.168.1.53			11174			124			TCP			873			1.8s
192.168.1.15			192.168.1.53			5126			2022			TCP			884			1.8s
192.168.1.15			192.168.1.53			16583			615			TCP			722			1.5s
192.168.1.15			192.168.1.53			10460			1151			TCP			726			3.7s
192.168.1.15			192.168.1.53			16087			164			TCP			667			3.2s
192.168.1.15			192.168.1.53			4842			1415			TCP			666			3.2s
192.168.1.15			192.168.1.53			11823			1099			TCP			632			1.9s
192.168.1.15			192.168.1.53			12504			960			TCP			821			3.9s
192.168.1.15			192.168.1.53			2216			1399			TCP			671			2.2s
192.168.1.15			192.168.1.53			15337			1682			TCP			743			2.0s
192.168.1.15			192.168.1.53			5089			690			TCP			797			1.8s
192.168.1.15			192.168.1.53			6925			1065			TCP			736			1.4s
192.168.1.15			192.168.1.53			6977			272			TCP			860			1.5s
192.168.1.15			192.168.1.53			10670			217			TCP			741			1.9s
192.168.1.15			192.168.1.53			7170			213			TCP			819			3.9s
192.168.1.15			192.168.1.53			5878			62			TCP			850			2.1s
192.168.1.15			192.168.1.53			18630			1807			TCP			645			1.6s
192.168.1.15			192.168.1.53			10327			777			TCP			610			3.4s
192.168.1.15			192.168.1.53			12878			1191			TCP			833			3.8s
192.168.1.15			192.168.1.53			2366			657			TCP			773			2.7s
192.168.1.15			192.168.1.53			15689			1274			TCP			823			3.3s
192.168.1.15			192.168.1.53			5019			1540			TCP			795			1.6s
192.168.1.15			192.168.1.53			7354			43			TCP			652			3.3s
192.168.1.15			192.168.1.53			15718			730			TCP			807			2.9s
192.168.1.15			192.168.1.53			16382			1327			TCP			690			2.8s
192.168.1.15			192.168.1.53			6815			1710			TCP			768			3.4s
192.168.1.15			192.168.1.53			10539			541			TCP			885			2.6s
192.168.1.15			192.168.1.53			16505			379			TCP			791			2.0s
192.168.1.15			192.168.1.53			12358			629			TCP			684			1.3s
192.168.1.15			192.168.1.53			5816			362			TCP			670			2.8s
192.168.1.15			192.168.1.53			12282			704			TCP			887			3.5s
192.168.1.15			192.168.1.53			17136			1431			TCP			894			1.7s
192.168.1.15			192.168.1.53			13749			436			TCP			798			1.3s
192.168.1.15			192.168.1.53			18710			275			TCP			712			1.2s
192.168.1.15			192.168.1.53			7921			80			TCP			662			1.1s
192.168.1.15			192.168.1.53			3094			1127			TCP			683			3.8s
192.168.1.15			192.168.1.53			17058			2023			TCP			721			1.9s
192.168.1.15			192.168.1.53			3619			653			TCP			828			4.0s
192.168.1.15			192.168.1.53			8754			1147			TCP			698			2.4s
192.168.1.15			192.168.1.53			4003			264			TCP			633			2.9s
192.168.1.15			192.168.1.53			7683			1707			TCP			707			3.0s
192.168.1.15			192.168.1.53			7579			705			TCP			645			1.1s
192.168.1.15			192.168.1.53			15916			989			TCP			670			2.3s
192.168.1.15			192.168.1.53			7218			830			TCP			648			1.5s
192.168.1.15			192.168.1.53			2436			1102			TCP			726			1.6s
192.168.1.15			192.168.1.53			18528			946			TCP			621			3.6s
192.168.1.15			192.168.1.53			3935			557			TCP			860			3.0s
192.168.1.15			192.168.1.53			17980			1954			TCP			659			3.2s
192.168.1.15			192.168.1.53			16887			995			TCP			705			3.2s
192.168.1.15			192.168.1.53			9537			2046			TCP			740			1.6s
192.168.1.15			192.168.1.53			19340			496			TCP			618			3.5s
192.168.1.15			192.168.1.53			3445			444			TCP			874			3.3s
192.168.1.15			192.168.1.53			6469			786			TCP			839			3.0s
192.168.1.15			192.168.1.53			3564			1377			TCP			810			3.2s
192.168.1.15			192.168.1.53			12742			346			TCP			627			1.4s
192.168.1.15			192.168.1.53			13566			1326			TCP			726			1.2s
192.168.1.15			192.168.1.53			14510			1738			TCP			886			1.2s
192.168.1.15			192.168.1.53			4396			440			TCP			669			2.6s
192.168.1.15			192.168.1.53			16477			895			TCP			630			2.1s
192.168.1.15			192.168.1.53			11057			561			TCP			663			1.1s
192.168.1.15			192.168.1.53			11154			1846			TCP			654			2.0s
192.168.1.15			192.168.1.53			8192			1018			TCP			764			1.3s
192.168.1.15			192.168.1.53			7629			791			TCP			836			4.0s
192.168.1.15			192.168.1.53			17671			1013			TCP			687			3.3s
192.168.1.15			192.168.1.53			8503			1464			TCP			628			3.1s
192.168.1.15			192.168.1.53			2227			1134			TCP			655			2.2s
192.168.1.15			192.168.1.53			4194			802			TCP			626			2.0s
192.168.1.15			192.168.1.53			14647			336			TCP			749			2.3s
192.168.1.15			192.168.1.53			5191			253			TCP			795			3.1s
192.168.1.15			192.168.1.53			16831			802			TCP			839			3.5s
192.168.1.15			192.168.1.53			3238			452			TCP			704			2.8s
192.168.1.15			192.168.1.53			19339			1247			TCP			716			2.5s
192.168.1.15			192.168.1.53			10290			470			TCP			662			3.4s
192.168.1.15			192.168.1.53			10087			1314			TCP			900			2.3s
192.168.1.15			192.168.1.53			13269			1462			TCP			730			2.6s
192.168.1.15			192.168.1.53			8535			141			TCP			668			2.9s
192.168.1.15			192.168.1.53			5924			1522			TCP			808			1.9s
192.168.1.15			192.168.1.53			17332			1209			TCP			849			3.9s
192.168.1.15			192.168.1.53			8410			1080			TCP			717			3.8s
192.168.1.15			192.168.1.53			8723			924			TCP			859			2.3s
192.168.1.15			192.168.1.53			10402			1969			TCP			786			2.8s
192.168.1.15			192.168.1.53			13010			699			TCP			860			3.4s
192.168.1.15			192.168.1.53			19992			932			TCP			802			3.6s
192.168.1.15			192.168.1.53			9267			1210			TCP			820			1.0s
192.168.1.15			192.168.1.53			7337			966			TCP			640			1.2s
192.168.1.15			192.168.1.53			11656			1369			TCP			802			1.9s
192.168.1.15			192.168.1.53			10190			783			TCP			769			1.7s
192.168.1.15			192.168.1.53			6283			550			TCP			609			3.4s
192.168.1.15			192.168.1.53			7738			689			TCP			743			2.1s
192.168.1.15			192.168.1.53			18223			1412			TCP			742			1.8s
192.168.1.15			192.168.1.53			5056			18			TCP			843			3.3s
192.168.1.15			192.168.1.53			12336			986			TCP			620			2.1s
192.168.1.15			192.168.1.53			13977			1337			TCP			835			3.6s
192.168.1.15			192.168.1.53			2368			1169			TCP			655			3.5s
192.168.1.15			192.168.1.53			2871			226			TCP			635			2.7s
192.168.1.15			192.168.1.53			10412			2034			TCP			741			3.0s
192.168.1.15			192.168.1.53			5197			1480			TCP			890			3.4s
192.168.1.15			192.168.1.53			6542			166			TCP			900			2.4s
192.168.1.15			192.168.1.53			17254			2048			TCP			674			3.4s
192.168.1.15			192.168.1.53			6784			586			TCP			777			1.4s
192.168.1.15			192.168.1.53			16339			794			TCP			893			3.6s
192.168.1.15			192.168.1.53			13964			1046			TCP			793			4.0s
192.168.1.15			192.168.1.53			2699			903			TCP			727			3.0s
192.168.1.15			192.168.1.53			7462			1549			TCP			835			3.3s
192.168.1.15			192.168.1.53			2176			977			TCP			728			3.4s
192.168.1.15			192.168.1.53			11107			76			TCP			861			1.7s
192.168.1.15			192.168.1.53			14688			1422			TCP			799			2.6s
192.168.1.15			192.168.1.53			10128			283			TCP			846			3.4s
192.168.1.15			192.168.1.53			2956			1846			TCP			607			1.2s
192.168.1.15			192.168.1.53			12850			1067			TCP			847			1.6s
192.168.1.15			192.168.1.53			6878			556			TCP			799			2.2s
192.168.1.15			192.168.1.53			9457			234			TCP			876			1.5s
192.168.1.15			192.168.1.53			9453			772			TCP			767			3.9s
192.168.1.15			192.168.1.53			12473			1883			TCP			816			2.9s
192.168.1.15			192.168.1.53			7240			1800			TCP			863			2.7s
192.168.1.15			192.168.1.53			8946			915			TCP			837			1.1s
192.168.1.15			192.168.1.53			11130			287			TCP			732			1.5s
192.168.1.15			192.168.1.53			19084			1154			TCP			808			3.3s
