host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
192.168.1.11			192.168.1.53			18111			30903			TCP			462			6.2s
192.168.1.11			192.168.1.53			13342			39265			TCP			915			4.3s
192.168.1.11			192.168.1.53			13548			39469			TCP			967			2.5s
192.168.1.11			192.168.1.53			12410			39247			TCP			484			6.5s
192.168.1.11			192.168.1.53			14169			32312			TCP			671			3.8s
192.168.1.11			192.168.1.53			19542			33220			TCP			919			6.0s
192.168.1.11			192.168.1.53			16807			37037			TCP			870			1.3s
192.168.1.11			192.168.1.53			16461			38837			TCP			893			1.2s
192.168.1.11			192.168.1.53			18575			35296			TCP			469			5.4s
192.168.1.11			192.168.1.53			19410			38603			TCP			757			7.1s
192.168.1.11			192.168.1.53			10830			34184			TCP			868			4.2s
192.168.1.11			192.168.1.53			12823			35155			TCP			718			5.6s
192.168.1.11			192.168.1.53			10866			34062			TCP			541			7.4s
192.168.1.11			192.168.1.53			19115			31365			TCP			592			1.3s
192.168.1.11			192.168.1.53			10861			34918			TCP			917			3.8s
192.168.1.11			192.168.1.53			15609			30002			TCP			831			1.8s
192.168.1.11			192.168.1.53			11081			31797			TCP			572			4.5s
192.168.1.11			192.168.1.53			12876			38502			TCP			756			7.2s
192.168.1.11			192.168.1.53			11556			35986			TCP			661			5.4s
192.168.1.11			192.168.1.53			15534			33045			TCP			553			6.1s
192.168.1.11			192.168.1.53			19587			37879			TCP			513			1.8s
192.168.1.11			192.168.1.53			12945			31136			TCP			926			1.2s
192.168.1.11			192.168.1.53			18801			33570			TCP			518			4.4s
192.168.1.11			192.168.1.53			16778			39992			TCP			870			4.4s
192.168.1.11			192.168.1.53			17461			37134			TCP			789			4.6s
192.168.1.11			192.168.1.53			12744			35003			TCP			604			4.6s
192.168.1.11			192.168.1.53			16140			39736			TCP			438			3.1s
192.168.1.11			192.168.1.53			14552			38643			TCP			649			1.4s
192.168.1.11			192.168.1.53			11540			32684			TCP			922			4.0s
192.168.1.11			192.168.1.53			15207			37095			TCP			545			1.7s
192.168.1.11			192.168.1.53			14714			32694			TCP			636			3.6s
192.168.1.11			192.168.1.53			18777			30184			TCP			894			3.0s
192.168.1.11			192.168.1.53			18881			36609			TCP			543			6.5s
192.168.1.11			192.168.1.53			14721			35106			TCP			841			4.8s
192.168.1.11			192.168.1.53			17276			32773			TCP			807			4.8s
192.168.1.11			192.168.1.53			14732			38089			TCP			976			3.9s
192.168.1.11			192.168.1.53			15833			36468			TCP			636			6.5s
192.168.1.11			192.168.1.53			13051			39928			TCP			988			1.4s
192.168.1.11			192.168.1.53			16744			34872			TCP			418			4.5s
192.168.1.11			192.168.1.53			11077			30803			TCP			628			4.0s
192.168.1.12			192.168.1.53			8259			1927			TCP			172			1.6s
192.168.1.12			192.168.1.53			6634			1209			TCP			150			1.4s
192.168.1.12			192.168.1.53			9008			1411			TCP			160			1.1s
192.168.1.12			192.168.1.53			7876			1214			UDP			155			1.7s
192.168.1.12			192.168.1.53			8257			396			UDP			173			1.8s
192.168.1.12			192.168.1.53			8202			717			TCP			165			1.7s
192.168.1.12			192.168.1.53			6522			524			UDP			164			1.7s
192.168.1.12			192.168.1.53			5174			3			UDP			174			1.5s
192.168.1.12			192.168.1.53			5178			665			UDP			162			1.3s
192.168.1.12			192.168.1.53			7634			397			TCP			158			1.6s
192.168.1.12			192.168.1.53			6520			768			UDP			165			1.5s
192.168.1.12			192.168.1.53			8563			1214			TCP			175			1.8s
192.168.1.12			192.168.1.53			9553			1246			UDP			174			1.2s
192.168.1.12			192.168.1.53			7554			989			UDP			156			1.9s
192.168.1.12			192.168.1.53			9707			1758			TCP			170			1.4s
192.168.1.12			192.168.1.53			8015			1878			UDP			174			1.5s
192.168.1.12			192.168.1.53			6467			1771			UDP			171			1.2s
192.168.1.12			192.168.1.53			6368			966			TCP			160			1.3s
192.168.1.12			192.168.1.53			9155			875			TCP			164			1.4s
192.168.1.12			192.168.1.53			5653			1495			UDP			174			1.6s
192.168.1.12			192.168.1.53			5938			1898			TCP			162			1.2s
192.168.1.12			192.168.1.53			7528			17			TCP			172			1.6s
192.168.1.12			192.168.1.53			9685			560			UDP			166			1.5s
192.168.1.12			192.168.1.53			6363			331			TCP			151			1.3s
192.168.1.12			192.168.1.53			9137			887			TCP			157			1.9s
192.168.1.12			192.168.1.53			9423			453			TCP			174			1.2s
192.168.1.12			192.168.1.53			5437			1747			UDP			167			1.8s
192.168.1.12			192.168.1.53			8941			110			UDP			173			1.7s
192.168.1.12			192.168.1.53			8232			564			TCP			153			1.3s
192.168.1.12			192.168.1.53			7593			1556			UDP			159			2.0s
192.168.1.12			192.168.1.53			7553			379			TCP			167			1.5s
192.168.1.12			192.168.1.53			9714			277			TCP			171			1.7s
192.168.1.12			192.168.1.53			8357			424			TCP			165			1.2s
192.168.1.12			192.168.1.53			6110			428			TCP			174			1.8s
192.168.1.12			192.168.1.53			7165			312			TCP			170			2.0s
192.168.1.12			192.168.1.53			6053			1328			TCP			166			1.6s
192.168.1.12			192.168.1.53			5829			65			UDP			161			1.7s
192.168.1.12			192.168.1.53			6637			1179			UDP			163			1.7s
192.168.1.12			192.168.1.53			6591			749			TCP			173			1.6s
192.168.1.12			192.168.1.53			6701			428			UDP			154			1.4s
192.168.1.12			192.168.1.53			6793			37			TCP			166			1.5s
192.168.1.12			192.168.1.53			8437			130			UDP			167			1.7s
192.168.1.12			192.168.1.53			7903			245			UDP			168			1.2s
192.168.1.12			192.168.1.53			9988			475			TCP			162			1.9s
192.168.1.12			192.168.1.53			6970			809			TCP			173			1.8s
192.168.1.12			192.168.1.53			5500			1793			UDP			154			1.2s
192.168.1.12			192.168.1.53			9239			416			UDP			168			1.4s
192.168.1.12			192.168.1.53			9802			345			UDP			173			1.2s
192.168.1.12			192.168.1.53			6313			1015			TCP			166			1.7s
192.168.1.12			192.168.1.53			6830			754			TCP			152			1.9s
192.168.1.12			192.168.1.53			8265			1856			TCP			159			2.0s
192.168.1.12			192.168.1.53			9807			712			TCP			169			1.4s
192.168.1.12			192.168.1.53			5901			695			UDP			173			1.8s
192.168.1.12			192.168.1.53			7530			568			UDP			152			1.9s
192.168.1.12			192.168.1.53			5180			181			TCP			173			1.7s
192.168.1.12			192.168.1.53			6932			470			TCP			152			1.7s
192.168.1.12			192.168.1.53			9740			1859			UDP			175			1.3s
192.168.1.12			192.168.1.53			5203			1353			UDP			166			1.6s
192.168.1.12			192.168.1.53			5430			376			UDP			150			1.4s
192.168.1.12			192.168.1.53			5409			146			UDP			162			2.0s
192.168.1.12			192.168.1.53			5849			1387			UDP			157			1.3s
192.168.1.12			192.168.1.53			8121			1839			UDP			175			1.6s
192.168.1.12			192.168.1.53			7608			1814			TCP			153			1.6s
192.168.1.12			192.168.1.53			5295			1558			TCP			152			1.4s
192.168.1.12			192.168.1.53			5773			926			UDP			156			1.1s
192.168.1.12			192.168.1.53			6623			783			TCP			157			1.1s
192.168.1.12			192.168.1.53			8822			1478			TCP			170			1.2s
192.168.1.12			192.168.1.53			5187			478			TCP			161			1.2s
192.168.1.12			192.168.1.53			9952			297			TCP			162			1.4s
192.168.1.12			192.168.1.53			8432			1109			TCP			175			1.3s
192.168.1.12			192.168.1.53			9858			1454			TCP			152			1.2s
192.168.1.12			192.168.1.53			8253			1711			UDP			169			1.9s
192.168.1.12			192.168.1.53			8073			234			TCP			153			1.1s
192.168.1.12			192.168.1.53			7943			1188			TCP			161			1.8s
192.168.1.12			192.168.1.53			7633			1073			TCP			153			1.1s
192.168.1.12			192.168.1.53			8476			1377			UDP			165			1.2s
192.168.1.12			192.168.1.53			7118			1481			TCP			150			1.6s
192.168.1.12			192.168.1.53			7182			18			TCP			172			1.7s
192.168.1.12			192.168.1.53			9227			1662			UDP			157			1.1s
192.168.1.12			192.168.1.53			8495			1780			UDP			151			1.3s
192.168.1.12			192.168.1.53			5953			153			UDP			167			1.1s
192.168.1.12			192.168.1.53			7084			1751			UDP			152			1.6s
192.168.1.12			192.168.1.53			5744			2009			UDP			171			1.0s
192.168.1.12			192.168.1.53			7636			570			TCP			155			2.0s
192.168.1.12			192.168.1.53			9549			384			UDP			173			1.2s
192.168.1.12			192.168.1.53			7505			2043			UDP			169			1.1s
192.168.1.12			192.168.1.53			9376			673			TCP			163			2.0s
192.168.1.12			192.168.1.53			8070			95			TCP			169			2.0s
192.168.1.12			192.168.1.53			5288			870			UDP			160			1.8s
192.168.1.12			192.168.1.53			7213			741			UDP			163			1.1s
192.168.1.12			192.168.1.53			8453			2028			UDP			171			1.5s
192.168.1.12			192.168.1.53			7486			876			UDP			165			1.6s
192.168.1.12			192.168.1.53			8038			2040			UDP			160			1.3s
192.168.1.12			192.168.1.53			5476			8			TCP			163			1.1s
192.168.1.12			192.168.1.53			8980			1289			UDP			150			1.1s
192.168.1.12			192.168.1.53			5747			826			TCP			174			1.9s
192.168.1.12			192.168.1.53			7966			558			TCP			161			1.7s
192.168.1.12			192.168.1.53			7640			442			TCP			165			1.5s
192.168.1.12			192.168.1.53			9753			202			UDP			156			2.0s
192.168.1.12			192.168.1.53			7340			1546			UDP			165			2.0s
192.168.1.12			192.168.1.53			8192			934			UDP			152			1.7s
192.168.1.12			192.168.1.53			5817			1870			UDP			169			1.2s
192.168.1.12			192.168.1.53			6118			1904			TCP			171			1.4s
192.168.1.12			192.168.1.53			8450			723			TCP			153			1.8s
192.168.1.12			192.168.1.53			6177			1155			TCP			156			1.9s
192.168.1.12			192.168.1.53			5053			402			UDP			173			1.5s
192.168.1.12			192.168.1.53			9162			1568			TCP			161			1.8s
192.168.1.12			192.168.1.53			8833			1809			UDP			155			1.7s
192.168.1.12			192.168.1.53			5556			1728			UDP			172			1.6s
192.168.1.12			192.168.1.53			6420			1517			TCP			172			1.7s
192.168.1.12			192.168.1.53			7924			621			UDP			164			1.5s
192.168.1.12			192.168.1.53			9237			430			TCP			160			1.5s
192.168.1.12			192.168.1.53			8801			623			UDP			160			1.6s
192.168.1.12			192.168.1.53			5478			296			UDP			152			1.7s
192.168.1.12			192.168.1.53			7890			1927			UDP			150			1.2s
192.168.1.12			192.168.1.53			7442			1825			UDP			166			1.8s
192.168.1.12			192.168.1.53			6034			977			UDP			171			1.4s
192.168.1.12			192.168.1.53			9974			1656			UDP			162			1.0s
192.168.1.12			192.168.1.53			9740			1441			UDP			161			1.1s
192.168.1.12			192.168.1.53			6092			832			TCP			172			1.3s
192.168.1.12			192.168.1.53			5736			1490			UDP			171			1.9s
192.168.1.12			192.168.1.53			5583			1042			TCP			166			1.9s
192.168.1.12			192.168.1.53			6113			1763			TCP			160			1.4s
192.168.1.12			192.168.1.53			5322			1969			UDP			174			1.6s
192.168.1.12			192.168.1.53			8070			866			UDP			161			1.4s
192.168.1.12			192.168.1.53			9406			1956			TCP			155			1.9s
192.168.1.12			192.168.1.53			6183			1522			TCP			172			1.7s
192.168.1.12			192.168.1.53			5080			91			TCP			156			1.5s
192.168.1.12			192.168.1.53			8697			1346			UDP			165			1.0s
192.168.1.12			192.168.1.53			9768			1868			TCP			162			1.3s
192.168.1.12			192.168.1.53			7192			1768			TCP			175			1.4s
192.168.1.12			192.168.1.53			8081			1209			UDP			173			1.3s
192.168.1.12			192.168.1.53			7869			426			UDP			159			1.9s
192.168.1.12			192.168.1.53			9601			1788			UDP			163			1.5s
192.168.1.12			192.168.1.53			9139			118			TCP			155			1.0s
192.168.1.12			192.168.1.53			6595			1475			UDP			172			1.3s
192.168.1.12			192.168.1.53			8111			339			TCP			167			1.7s
192.168.1.12			192.168.1.53			6254			1625			TCP			156			1.2s
192.168.1.12			192.168.1.53			8927			952			TCP			161			2.0s
192.168.1.12			192.168.1.53			7990			1068			UDP			164			1.4s
192.168.1.12			192.168.1.53			5971			798			UDP			170			1.9s
192.168.1.12			192.168.1.53			5338			1093			TCP			161			1.9s
192.168.1.12			192.168.1.53			9274			657			TCP			150			1.1s
192.168.1.12			192.168.1.53			9455			1033			TCP			164			1.6s
192.168.1.12			192.168.1.53			9269			1725			UDP			158			1.6s
192.168.1.12			192.168.1.53			8548			1211			TCP			153			2.0s
192.168.1.12			192.168.1.53			7459			1480			UDP			161			1.5s
192.168.1.12			192.168.1.53			8282			295			UDP			153			1.4s
192.168.1.12			192.168.1.53			9788			258			TCP			159			1.4s
192.168.1.12			192.168.1.53			9672			1472			TCP			162			1.6s
192.168.1.12			192.168.1.53			8407			997			UDP			169			1.4s
192.168.1.12			192.168.1.53			5398			809			UDP			151			1.6s
192.168.1.12			192.168.1.53			8623			2041			UDP			171			1.8s
192.168.1.12			192.168.1.53			7399			1736			UDP			154			1.6s
192.168.1.12			192.168.1.53			9654			1807			UDP			169			1.7s
192.168.1.12			192.168.1.53			9985			972			TCP			153			1.1s
192.168.1.12			192.168.1.53			9598			33			UDP			151			1.7s
192.168.1.12			192.168.1.53			7944			467			TCP			172			1.5s
192.168.1.12			192.168.1.53			7313			1764			TCP			165			1.1s
192.168.1.12			192.168.1.53			9200			2			UDP			151			1.8s
192.168.1.12			192.168.1.53			9684			837			UDP			173			1.7s
192.168.1.12			192.168.1.53			8803			1305			UDP			160			1.9s
192.168.1.12			192.168.1.53			6391			2032			UDP			153			1.4s
192.168.1.12			192.168.1.53			9753			646			TCP			160			1.1s
192.168.1.12			192.168.1.53			9965			1202			TCP			168			1.5s
192.168.1.12			192.168.1.53			7052			1454			UDP			175			1.8s
192.168.1.12			192.168.1.53			9467			646			TCP			150			1.9s
192.168.1.12			192.168.1.53			5142			133			TCP			167			1.9s
192.168.1.12			192.168.1.53			5218			1143			UDP			173			1.3s
192.168.1.12			192.168.1.53			9057			1813			TCP			159			1.2s
192.168.1.12			192.168.1.53			7802			208			UDP			165			1.5s
192.168.1.12			192.168.1.53			6090			540			TCP			162			1.0s
192.168.1.12			192.168.1.53			7347			763			UDP			175			1.7s
192.168.1.12			192.168.1.53			5614			754			UDP			152			1.1s
192.168.1.12			192.168.1.53			5542			588			TCP			152			1.6s
192.168.1.12			192.168.1.53			7222			1994			TCP			168			1.9s
192.168.1.12			192.168.1.53			9628			1479			TCP			160			1.9s
192.168.1.12			192.168.1.53			5440			564			UDP			158			1.3s
192.168.1.12			192.168.1.53			9731			821			UDP			151			1.3s
192.168.1.12			192.168.1.53			8756			165			UDP			158			1.3s
192.168.1.12			192.168.1.53			7374			830			TCP			175			1.3s
192.168.1.12			192.168.1.53			5891			1601			UDP			166			1.4s
192.168.1.12			192.168.1.53			6171			455			TCP			170			1.6s
192.168.1.12			192.168.1.53			5816			1708			TCP			151			1.5s
192.168.1.12			192.168.1.53			8093			1723			UDP			163			1.5s
192.168.1.12			192.168.1.53			9352			2027			UDP			166			1.3s
192.168.1.12			192.168.1.53			7055			1068			TCP			159			1.0s
192.168.1.12			192.168.1.53			8895			782			UDP			163			1.4s
192.168.1.12			192.168.1.53			5041			1458			UDP			168			1.7s
192.168.1.12			192.168.1.53			6768			272			TCP			163			1.8s
192.168.1.12			192.168.1.53			8553			1579			TCP			172			1.3s
192.168.1.12			192.168.1.53			5390			1706			TCP			173			1.2s
192.168.1.12			192.168.1.53			7896			175			UDP			160			1.3s
192.168.1.12			192.168.1.53			7432			1277			TCP			174			1.5s
192.168.1.12			192.168.1.53			9344			1844			TCP			172			1.3s
192.168.1.12			192.168.1.53			8678			857			TCP			169			2.0s
192.168.1.12			192.168.1.53			6556			921			UDP			152			1.5s
192.168.1.12			192.168.1.53			9690			1301			TCP			168			1.3s
192.168.1.12			192.168.1.53			5662			1885			UDP			171			1.6s
192.168.1.12			192.168.1.53			9743			968			TCP			164			1.3s
192.168.1.12			192.168.1.53			9437			375			TCP			174			1.9s
192.168.1.12			192.168.1.53			6868			934			UDP			154			1.1s
192.168.1.12			192.168.1.53			9394			352			TCP			172			1.3s
192.168.1.12			192.168.1.53			6959			1586			UDP			152			1.4s
192.168.1.12			192.168.1.53			5266			362			TCP			173			1.4s
192.168.1.12			192.168.1.53			8567			900			UDP			155			2.0s
192.168.1.12			192.168.1.53			6968			268			UDP			174			1.9s
192.168.1.12			192.168.1.53			7818			893			TCP			162			2.0s
192.168.1.12			192.168.1.53			8580			1491			TCP			170			1.1s
192.168.1.12			192.168.1.53			7335			1222			TCP			160			2.0s
192.168.1.12			192.168.1.53			5847			1777			TCP			169			1.5s
192.168.1.12			192.168.1.53			5307			1335			UDP			172			1.7s
192.168.1.12			192.168.1.53			7773			418			UDP			171			1.4s
192.168.1.12			192.168.1.53			7843			957			UDP			172			1.7s
192.168.1.12			192.168.1.53			7967			748			TCP			163			1.4s
192.168.1.12			192.168.1.53			6229			1268			TCP			156			1.5s
192.168.1.12			192.168.1.53			6070			1857			TCP			166			1.6s
192.168.1.12			192.168.1.53			6864			1485			UDP			165			1.4s
192.168.1.12			192.168.1.53			8252			1915			TCP			170			1.3s
192.168.1.12			192.168.1.53			9722			1595			TCP			167			1.2s
192.168.1.12			192.168.1.53			7349			1141			TCP			167			1.7s
192.168.1.12			192.168.1.53			9926			262			UDP			161			1.6s
192.168.1.12			192.168.1.53			9825			1105			TCP			169			1.1s
192.168.1.12			192.168.1.53			7463			1637			UDP			152			1.7s
192.168.1.12			192.168.1.53			8100			710			TCP			157			1.3s
192.168.1.12			192.168.1.53			7250			344			TCP			169			1.1s
192.168.1.12			192.168.1.53			6588			1727			UDP			163			1.0s
192.168.1.12			192.168.1.53			8042			1690			TCP			165			1.7s
192.168.1.12			192.168.1.53			6271			1125			TCP			162			2.0s
192.168.1.12			192.168.1.53			8521			1139			TCP			160			1.7s
192.168.1.12			192.168.1.53			9363			1773			TCP			175			1.7s
192.168.1.12			192.168.1.53			8726			2017			TCP			156			1.8s
192.168.1.12			192.168.1.53			9934			1528			UDP			160			1.5s
192.168.1.12			192.168.1.53			8030			1990			UDP			175			1.9s
192.168.1.12			192.168.1.53			8252			1083			UDP			151			2.0s
192.168.1.12			192.168.1.53			5705			201			TCP			162			2.0s
192.168.1.12			192.168.1.53			7372			1070			UDP			164			1.3s
192.168.1.12			192.168.1.53			8785			427			UDP			159			1.3s
192.168.1.12			192.168.1.53			6086			569			TCP			170			1.3s
192.168.1.12			192.168.1.53			5453			1494			UDP			169			1.2s
192.168.1.12			192.168.1.53			7124			358			UDP			154			1.1s
192.168.1.12			192.168.1.53			5455			592			TCP			171			1.6s
192.168.1.12			192.168.1.53			5729			1962			UDP			153			1.5s
192.168.1.12			192.168.1.53			7797			743			UDP			163			1.2s
192.168.1.12			192.168.1.53			6854			170			TCP			173			2.0s
192.168.1.12			192.168.1.53			5558			211			UDP			159			1.0s
192.168.1.12			192.168.1.53			5981			920			UDP			172			1.9s
192.168.1.12			192.168.1.53			8161			582			TCP			160			1.0s
192.168.1.12			192.168.1.53			7733			575			TCP			174			1.3s
192.168.1.12			192.168.1.53			5100			1068			UDP			157			1.7s
192.168.1.12			192.168.1.53			8942			1404			TCP			154			1.4s
192.168.1.12			192.168.1.53			7708			1243			UDP			170			1.7s
192.168.1.12			192.168.1.53			8610			1735			TCP			168			1.3s
192.168.1.12			192.168.1.53			5572			2017			TCP			171			1.3s
192.168.1.12			192.168.1.53			9833			538			UDP			159			1.0s
192.168.1.12			192.168.1.53			8867			993			TCP			154			2.0s
192.168.1.12			192.168.1.53			5736			1564			UDP			169			1.3s
192.168.1.13			192.168.1.53			6527			329			TCP			137			2.0s
192.168.1.13			192.168.1.53			2553			1543			TCP			349			3.3s
192.168.1.13			192.168.1.53			2784			1630			UDP			239			1.3s
192.168.1.13			192.168.1.53			7294			658			UDP			339			4.0s
192.168.1.13			192.168.1.53			3370			1321			TCP			279			3.0s
192.168.1.13			192.168.1.53			6909			1043			UDP			251			4.5s
192.168.1.13			192.168.1.53			4595			1143			UDP			288			1.8s
192.168.1.13			192.168.1.53			3980			714			UDP			316			4.7s
192.168.1.13			192.168.1.53			6477			1331			TCP			206			1.5s
192.168.1.13			192.168.1.53			3587			181			UDP			281			1.6s
192.168.1.13			192.168.1.53			3507			508			UDP			183			3.3s
192.168.1.13			192.168.1.53			4281			116			TCP			316			4.0s
192.168.1.13			192.168.1.53			5008			887			TCP			141			1.2s
192.168.1.13			192.168.1.53			5748			1082			UDP			319			4.5s
192.168.1.13			192.168.1.53			6420			15			UDP			344			2.7s
192.168.1.13			192.168.1.53			2618			299			TCP			240			1.5s
192.168.1.13			192.168.1.53			5708			418			UDP			339			2.7s
192.168.1.13			192.168.1.53			6691			588			TCP			150			2.1s
192.168.1.13			192.168.1.53			6103			496			UDP			301			3.4s
192.168.1.13			192.168.1.53			4641			1395			UDP			315			3.2s
192.168.1.13			192.168.1.53			2674			1312			UDP			254			3.7s
192.168.1.13			192.168.1.53			3056			1877			UDP			384			2.5s
192.168.1.13			192.168.1.53			2423			889			TCP			168			3.3s
192.168.1.13			192.168.1.53			4517			1399			UDP			250			4.8s
192.168.1.13			192.168.1.53			4753			1807			UDP			396			2.4s
192.168.1.13			192.168.1.53			2556			1975			UDP			241			3.2s
192.168.1.13			192.168.1.53			7283			1490			TCP			247			2.0s
192.168.1.13			192.168.1.53			2249			470			UDP			167			3.2s
192.168.1.13			192.168.1.53			3881			97			TCP			327			3.6s
192.168.1.13			192.168.1.53			4819			1768			TCP			384			2.2s
192.168.1.13			192.168.1.53			6160			1959			TCP			314			1.7s
192.168.1.13			192.168.1.53			6931			1838			TCP			355			1.8s
192.168.1.13			192.168.1.53			6616			1135			UDP			387			4.0s
192.168.1.13			192.168.1.53			6753			131			TCP			199			5.0s
192.168.1.13			192.168.1.53			6014			941			UDP			285			3.3s
192.168.1.13			192.168.1.53			7391			1186			UDP			242			2.6s
192.168.1.13			192.168.1.53			3426			303			UDP			173			4.9s
192.168.1.13			192.168.1.53			6274			25			TCP			203			4.1s
192.168.1.13			192.168.1.53			6053			136			TCP			225			3.2s
192.168.1.13			192.168.1.53			7160			2034			UDP			259			4.6s
192.168.1.13			192.168.1.53			5640			1604			UDP			339			1.9s
192.168.1.13			192.168.1.53			6320			178			UDP			193			1.7s
192.168.1.13			192.168.1.53			3546			1567			UDP			162			3.0s
192.168.1.13			192.168.1.53			7114			1975			TCP			164			2.2s
192.168.1.13			192.168.1.53			6994			480			UDP			263			1.5s
192.168.1.13			192.168.1.53			2732			421			TCP			314			4.8s
192.168.1.13			192.168.1.53			5036			934			UDP			376			4.8s
192.168.1.13			192.168.1.53			2183			954			TCP			268			1.6s
192.168.1.13			192.168.1.53			3776			463			TCP			238			1.5s
192.168.1.13			192.168.1.53			7225			885			UDP			178			1.8s
192.168.1.13			192.168.1.53			7395			459			UDP			318			1.1s
192.168.1.13			192.168.1.53			5698			1563			UDP			242			4.8s
192.168.1.13			192.168.1.53			3747			1371			UDP			150			1.1s
