host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
128.110.0.35			128.110.0.32			17299			1241			TCP			774			2.9s
128.110.0.35			128.110.0.32			8615			905			TCP			661			1.4s
128.110.0.35			128.110.0.32			14322			1848			TCP			617			3.3s
128.110.0.35			128.110.0.32			12350			958			TCP			885			1.4s
128.110.0.35			128.110.0.32			18563			1419			TCP			896			3.6s
128.110.0.35			128.110.0.32			6574			1167			TCP			708			2.1s
128.110.0.35			128.110.0.32			13758			882			TCP			848			2.5s
128.110.0.35			128.110.0.32			3130			1971			TCP			796			3.9s
128.110.0.35			128.110.0.32			17692			1035			TCP			875			3.4s
128.110.0.35			128.110.0.32			12126			615			TCP			605			1.4s
128.110.0.35			128.110.0.32			19857			1826			TCP			849			2.9s
128.110.0.35			128.110.0.32			6404			2037			TCP			766			2.7s
128.110.0.35			128.110.0.32			16276			1938			TCP			689			2.4s
128.110.0.35			128.110.0.32			9362			1208			TCP			625			2.7s
128.110.0.35			128.110.0.32			8801			1431			TCP			830			1.1s
128.110.0.35			128.110.0.32			12559			172			TCP			630			1.6s
128.110.0.35			128.110.0.32			16304			1062			TCP			656			3.7s
128.110.0.35			128.110.0.32			16288			1511			TCP			733			2.4s
128.110.0.35			128.110.0.32			7287			1754			TCP			679			3.8s
128.110.0.35			128.110.0.32			16502			151			TCP			646			3.3s
128.110.0.35			128.110.0.32			10798			690			TCP			871			2.6s
128.110.0.35			128.110.0.32			7844			1364			TCP			743			1.4s
128.110.0.35			128.110.0.32			19571			512			TCP			898			1.6s
128.110.0.35			128.110.0.32			14090			887			TCP			805			1.4s
128.110.0.35			128.110.0.32			10153			1045			TCP			856			1.7s
128.110.0.35			128.110.0.32			2230			1591			TCP			830			2.4s
128.110.0.35			128.110.0.32			12664			1355			TCP			776			3.6s
128.110.0.35			128.110.0.32			4113			616			TCP			636			3.6s
128.110.0.35			128.110.0.32			13217			124			TCP			712			2.0s
128.110.0.35			128.110.0.32			4070			553			TCP			609			3.3s
128.110.0.35			128.110.0.32			11128			816			TCP			839			4.0s
128.110.0.35			128.110.0.32			5522			1041			TCP			654			1.5s
128.110.0.35			128.110.0.32			15612			482			TCP			754			3.0s
128.110.0.35			128.110.0.32			13091			1606			TCP			738			1.6s
128.110.0.35			128.110.0.32			9911			385			TCP			816			1.7s
128.110.0.35			128.110.0.32			10993			1243			TCP			731			2.3s
128.110.0.35			128.110.0.32			10895			1991			TCP			796			2.3s
128.110.0.35			128.110.0.32			5547			68			TCP			814			3.8s
128.110.0.35			128.110.0.32			14775			1682			TCP			883			2.3s
128.110.0.35			128.110.0.32			11283			251			TCP			752			1.9s
128.110.0.35			128.110.0.32			18387			40			TCP			848			3.9s
128.110.0.35			128.110.0.32			8015			1933			TCP			897			3.0s
128.110.0.35			128.110.0.32			17187			92			TCP			732			3.3s
128.110.0.35			128.110.0.32			8588			885			TCP			610			1.8s
128.110.0.35			128.110.0.32			13520			115			TCP			636			1.0s
128.110.0.35			128.110.0.32			8471			149			TCP			714			1.7s
128.110.0.35			128.110.0.32			13285			157			TCP			665			1.4s
128.110.0.35			128.110.0.32			10035			420			TCP			785			3.3s
128.110.0.35			128.110.0.32			19357			1312			TCP			767			2.7s
128.110.0.35			128.110.0.32			2958			761			TCP			628			1.3s
128.110.0.35			128.110.0.32			14407			443			TCP			755			3.4s
128.110.0.35			128.110.0.32			12013			1091			TCP			671			2.9s
128.110.0.35			128.110.0.32			11437			568			TCP			890			2.3s
128.110.0.35			128.110.0.32			14930			1185			TCP			813			3.4s
128.110.0.35			128.110.0.32			6814			858			TCP			879			2.5s
128.110.0.35			128.110.0.32			2858			576			TCP			785			4.0s
128.110.0.35			128.110.0.32			11156			981			TCP			738			2.0s
128.110.0.35			128.110.0.32			4577			1830			TCP			810			1.6s
128.110.0.35			128.110.0.32			11874			1856			TCP			711			2.2s
128.110.0.35			128.110.0.32			3644			1784			TCP			852			2.1s
128.110.0.35			128.110.0.32			6919			48			TCP			863			1.4s
128.110.0.35			128.110.0.32			5443			591			TCP			841			1.8s
128.110.0.35			128.110.0.32			12742			874			TCP			890			3.9s
128.110.0.35			128.110.0.32			3954			1017			TCP			619			3.7s
128.110.0.35			128.110.0.32			14568			871			TCP			695			1.0s
128.110.0.35			128.110.0.32			12945			2016			TCP			755			3.9s
128.110.0.35			128.110.0.32			5186			1801			TCP			671			2.0s
128.110.0.35			128.110.0.32			3731			97			TCP			873			2.6s
128.110.0.35			128.110.0.32			9302			249			TCP			622			3.5s
128.110.0.35			128.110.0.32			12772			1369			TCP			889			2.1s
128.110.0.35			128.110.0.32			12515			431			TCP			656			2.5s
128.110.0.35			128.110.0.32			2587			1479			TCP			608			2.2s
128.110.0.35			128.110.0.32			18673			1124			TCP			727			2.0s
128.110.0.35			128.110.0.32			6708			331			TCP			615			3.9s
128.110.0.35			128.110.0.32			18753			1401			TCP			767			1.1s
128.110.0.35			128.110.0.32			14645			424			TCP			771			2.5s
128.110.0.35			128.110.0.32			14639			66			TCP			647			3.2s
128.110.0.35			128.110.0.32			2635			316			TCP			879			3.0s
128.110.0.35			128.110.0.32			10834			1655			TCP			614			2.9s
128.110.0.35			128.110.0.32			13570			991			TCP			890			1.2s
128.110.0.35			128.110.0.32			3732			196			TCP			864			3.3s
128.110.0.35			128.110.0.32			18549			1842			TCP			697			2.0s
128.110.0.35			128.110.0.32			11032			1726			TCP			736			1.0s
128.110.0.35			128.110.0.32			9601			133			TCP			819			2.8s
128.110.0.35			128.110.0.32			9601			1940			TCP			610			3.8s
128.110.0.35			128.110.0.32			9220			1146			TCP			817			1.1s
128.110.0.35			128.110.0.32			14919			223			TCP			763			2.7s
128.110.0.35			128.110.0.32			19980			509			TCP			848			1.5s
128.110.0.35			128.110.0.32			3056			152			TCP			690			3.4s
128.110.0.35			128.110.0.32			19481			1021			TCP			701			1.4s
128.110.0.35			128.110.0.32			13665			1615			TCP			604			3.5s
128.110.0.35			128.110.0.32			14503			1190			TCP			631			3.5s
128.110.0.35			128.110.0.32			2949			2027			TCP			800			2.9s
128.110.0.35			128.110.0.32			11133			792			TCP			671			3.0s
128.110.0.35			128.110.0.32			19414			58			TCP			880			1.1s
128.110.0.35			128.110.0.32			17892			449			TCP			859			2.3s
128.110.0.35			128.110.0.32			2065			1658			TCP			630			4.0s
128.110.0.35			128.110.0.32			7961			116			TCP			840			3.7s
128.110.0.35			128.110.0.32			4512			1144			TCP			727			2.0s
128.110.0.35			128.110.0.32			10808			1566			TCP			726			1.2s
128.110.0.35			128.110.0.32			10970			636			TCP			707			3.5s
128.110.0.35			128.110.0.32			16559			830			TCP			766			1.2s
128.110.0.35			128.110.0.32			4102			103			TCP			889			3.7s
128.110.0.35			128.110.0.32			2538			429			TCP			782			1.9s
128.110.0.35			128.110.0.32			15934			1716			TCP			748			1.4s
128.110.0.35			128.110.0.32			8767			1561			TCP			881			2.7s
128.110.0.35			128.110.0.32			3467			1675			TCP			749			3.4s
128.110.0.35			128.110.0.32			4259			1408			TCP			650			1.7s
128.110.0.35			128.110.0.32			15055			1435			TCP			629			2.6s
128.110.0.35			128.110.0.32			19559			554			TCP			874			3.5s
128.110.0.35			128.110.0.32			19847			788			TCP			619			2.3s
128.110.0.35			128.110.0.32			12006			693			TCP			679			1.7s
128.110.0.35			128.110.0.32			19532			1517			TCP			791			3.6s
128.110.0.35			128.110.0.32			8587			199			TCP			603			2.7s
128.110.0.35			128.110.0.32			14826			736			TCP			705			2.8s
128.110.0.35			128.110.0.32			14813			1828			TCP			817			3.3s
128.110.0.35			128.110.0.32			8955			1878			TCP			835			1.0s
128.110.0.35			128.110.0.32			18993			132			TCP			800			3.5s
128.110.0.35			128.110.0.32			9735			109			TCP			762			1.7s
128.110.0.35			128.110.0.32			5988			670			TCP			610			1.1s
128.110.0.35			128.110.0.32			11540			1014			TCP			624			1.4s
128.110.0.35			128.110.0.32			18492			1096			TCP			801			2.5s
128.110.0.35			128.110.0.32			15032			1672			TCP			725			1.7s
128.110.0.35			128.110.0.32			11996			1446			TCP			843			1.0s
128.110.0.35			128.110.0.32			12035			30			TCP			701			1.8s
128.110.0.35			128.110.0.32			8867			565			TCP			868			2.1s
128.110.0.35			128.110.0.32			7467			250			TCP			891			3.5s
128.110.0.35			128.110.0.32			12042			154			TCP			672			1.9s
128.110.0.35			128.110.0.32			13121			1546			TCP			857			1.9s
128.110.0.35			128.110.0.32			18612			1066			TCP			797			1.8s
128.110.0.35			128.110.0.32			7296			774			TCP			831			2.8s
128.110.0.35			128.110.0.32			6390			660			TCP			748			1.7s
128.110.0.35			128.110.0.32			17731			927			TCP			750			1.6s
128.110.0.35			128.110.0.32			14913			1787			TCP			742			2.3s
128.110.0.35			128.110.0.32			13882			41			TCP			606			1.5s
128.110.0.35			128.110.0.32			2983			962			TCP			745			1.2s
128.110.0.35			128.110.0.32			9351			623			TCP			789			2.3s
128.110.0.35			128.110.0.32			18537			163			TCP			739			2.6s
128.110.0.35			128.110.0.32			4727			1551			TCP			800			3.3s
128.110.0.35			128.110.0.32			7750			2012			TCP			743			3.4s
128.110.0.35			128.110.0.32			12006			1021			TCP			751			3.1s
128.110.0.35			128.110.0.32			18375			1498			TCP			679			2.4s
128.110.0.35			128.110.0.32			16782			1010			TCP			609			3.0s
128.110.0.35			128.110.0.32			12631			146			TCP			764			3.9s
128.110.0.35			128.110.0.32			4446			1925			TCP			772			2.1s
128.110.0.35			128.110.0.32			9358			1270			TCP			898			3.5s
128.110.0.35			128.110.0.32			17447			1636			TCP			847			3.0s
128.110.0.35			128.110.0.32			16696			1337			TCP			760			1.4s
128.110.0.35			128.110.0.32			10614			1783			TCP			602			2.3s
128.110.0.35			128.110.0.32			5877			1687			TCP			809			1.8s
128.110.0.35			128.110.0.32			18944			650			TCP			685			1.4s
128.110.0.35			128.110.0.32			15323			413			TCP			748			1.6s
128.110.0.35			128.110.0.32			7054			1841			TCP			695			2.9s
128.110.0.35			128.110.0.32			14369			1612			TCP			762			2.6s
128.110.0.35			128.110.0.32			17091			137			TCP			864			3.0s
128.110.0.35			128.110.0.32			5031			832			TCP			867			3.9s
128.110.0.35			128.110.0.32			5744			185			TCP			680			3.6s
128.110.0.35			128.110.0.32			14523			1816			TCP			654			1.3s
128.110.0.35			128.110.0.32			18954			1729			TCP			751			2.3s
128.110.0.35			128.110.0.32			2701			218			TCP			703			2.2s
128.110.0.35			128.110.0.32			4319			1202			TCP			873			1.5s
128.110.0.35			128.110.0.32			19359			259			TCP			678			3.9s
128.110.0.35			128.110.0.32			14775			1411			TCP			630			3.6s
128.110.0.35			128.110.0.32			13286			1836			TCP			676			3.0s
128.110.0.35			128.110.0.32			16734			1137			TCP			722			2.3s
128.110.0.35			128.110.0.32			10021			1426			TCP			677			1.2s
128.110.0.35			128.110.0.32			8803			1867			TCP			856			3.4s
128.110.0.35			128.110.0.32			19529			1307			TCP			710			2.3s
128.110.0.35			128.110.0.32			9698			609			TCP			627			2.8s
128.110.0.35			128.110.0.32			17746			601			TCP			688			2.3s
128.110.0.35			128.110.0.32			13518			409			TCP			809			1.5s
128.110.0.35			128.110.0.32			11956			1298			TCP			707			1.4s
128.110.0.35			128.110.0.32			13742			1373			TCP			667			1.5s
128.110.0.35			128.110.0.32			8620			1917			TCP			780			3.1s
128.110.0.35			128.110.0.32			17369			990			TCP			679			3.3s
128.110.0.35			128.110.0.32			2151			748			TCP			652			3.6s
128.110.0.35			128.110.0.32			14621			1696			TCP			859			1.2s
128.110.0.35			128.110.0.32			18386			1573			TCP			655			2.8s
128.110.0.35			128.110.0.32			16944			450			TCP			624			1.5s
128.110.0.35			128.110.0.32			12974			1237			TCP			672			2.0s
128.110.0.35			128.110.0.32			12401			1463			TCP			835			1.1s
128.110.0.35			128.110.0.32			4225			675			TCP			872			3.5s
128.110.0.35			128.110.0.32			10607			18			TCP			832			3.8s
128.110.0.35			128.110.0.32			7514			771			TCP			680			1.4s
128.110.0.35			128.110.0.32			3737			126			TCP			735			3.5s
128.110.0.35			128.110.0.32			17355			1921			TCP			844			2.0s
128.110.0.35			128.110.0.32			13129			1346			TCP			802			1.4s
128.110.0.35			128.110.0.32			18932			939			TCP			877			3.4s
128.110.0.35			128.110.0.32			16450			1040			TCP			754			2.6s
128.110.0.35			128.110.0.32			18196			1449			TCP			804			1.5s
128.110.0.35			128.110.0.32			16612			833			TCP			628			2.2s
128.110.0.35			128.110.0.32			15675			1009			TCP			758			1.3s
128.110.0.35			128.110.0.32			4252			2004			TCP			623			3.5s
128.110.0.35			128.110.0.32			2200			1960			TCP			625			2.1s
128.110.0.35			128.110.0.32			4505			1873			TCP			761			3.7s
128.110.0.35			128.110.0.32			7017			1683			TCP			620			2.3s
128.110.0.35			128.110.0.32			10882			493			TCP			713			2.4s
128.110.0.35			128.110.0.32			14053			1678			TCP			616			3.0s
128.110.0.35			128.110.0.32			17089			1067			TCP			655			3.7s
128.110.0.35			128.110.0.32			9646			1773			TCP			754			3.0s
128.110.0.35			128.110.0.32			4991			238			TCP			816			1.9s
128.110.0.35			128.110.0.32			7323			185			TCP			608			1.4s
128.110.0.35			128.110.0.32			4678			67			TCP			687			2.8s
128.110.0.35			128.110.0.32			15579			1556			TCP			640			1.2s
128.110.0.35			128.110.0.32			16000			359			TCP			822			3.7s
128.110.0.35			128.110.0.32			11594			1283			TCP			876			1.5s
128.110.0.35			128.110.0.32			13961			1817			TCP			646			3.8s
128.110.0.35			128.110.0.32			7088			1285			TCP			838			1.5s
128.110.0.35			128.110.0.32			6949			582			TCP			882			2.3s
128.110.0.35			128.110.0.32			2488			1829			TCP			888			1.6s
128.110.0.35			128.110.0.32			14000			1356			TCP			651			3.1s
128.110.0.35			128.110.0.32			7584			746			TCP			605			2.5s
128.110.0.35			128.110.0.32			17951			74			TCP			703			1.3s
128.110.0.35			128.110.0.32			18524			1129			TCP			705			1.1s
128.110.0.35			128.110.0.32			2593			945			TCP			718			3.0s
128.110.0.35			128.110.0.32			3228			438			TCP			835			1.3s
128.110.0.35			128.110.0.32			19645			1813			TCP			709			3.0s
128.110.0.35			128.110.0.32			15799			268			TCP			732			3.4s
128.110.0.35			128.110.0.32			3358			328			TCP			900			1.6s
128.110.0.35			128.110.0.32			19370			1573			TCP			896			1.9s
128.110.0.35			128.110.0.32			14971			81			TCP			815			1.8s
128.110.0.35			128.110.0.32			16953			880			TCP			669			3.6s
128.110.0.35			128.110.0.32			19914			275			TCP			875			1.4s
128.110.0.35			128.110.0.32			13182			870			TCP			603			3.7s
128.110.0.35			128.110.0.32			8840			657			TCP			722			2.3s
128.110.0.35			128.110.0.32			4676			1445			TCP			850			1.5s
128.110.0.35			128.110.0.32			18405			1434			TCP			722			3.1s
128.110.0.35			128.110.0.32			14477			998			TCP			850			2.0s
128.110.0.35			128.110.0.32			18452			807			TCP			601			4.0s
128.110.0.35			128.110.0.32			4623			1595			TCP			800			3.5s
128.110.0.35			128.110.0.32			4295			919			TCP			877			2.0s
128.110.0.35			128.110.0.32			16721			1692			TCP			692			2.4s
128.110.0.35			128.110.0.32			14375			598			TCP			784			3.0s
128.110.0.35			128.110.0.32			5174			851			TCP			666			3.5s
128.110.0.35			128.110.0.32			6288			306			TCP			849			2.8s
128.110.0.35			128.110.0.32			19945			40			TCP			686			3.1s
128.110.0.35			128.110.0.32			14243			387			TCP			754			1.3s
128.110.0.35			128.110.0.32			9006			83			TCP			615			1.6s
128.110.0.35			128.110.0.32			2384			1686			TCP			799			2.8s
128.110.0.35			128.110.0.32			13421			312			TCP			862			3.4s
128.110.0.35			128.110.0.32			4421			1696			TCP			778			1.4s
128.110.0.35			128.110.0.32			18140			1511			TCP			897			2.5s
128.110.0.35			128.110.0.32			15920			1764			TCP			610			2.6s
128.110.0.35			128.110.0.32			14288			1577			TCP			782			1.3s
128.110.0.35			128.110.0.32			7845			872			TCP			752			3.0s
128.110.0.35			128.110.0.32			13818			225			TCP			863			1.6s
128.110.0.35			128.110.0.32			12809			1220			TCP			866			3.5s
128.110.0.35			128.110.0.32			4906			1997			TCP			889			1.1s
128.110.0.35			128.110.0.32			4712			1302			TCP			784			3.4s
128.110.0.35			128.110.0.32			11599			31			TCP			642			1.2s
128.110.0.35			128.110.0.32			6277			1836			TCP			754			2.1s
128.110.0.35			128.110.0.32			7290			1654			TCP			656			2.5s
128.110.0.35			128.110.0.32			11768			1767			TCP			878			3.0s
128.110.0.35			128.110.0.32			3066			729			TCP			734			2.5s
128.110.0.35			128.110.0.32			6684			2014			TCP			743			2.8s
128.110.0.35			128.110.0.32			4289			139			TCP			890			3.7s
128.110.0.35			128.110.0.32			17368			478			TCP			762			3.4s
128.110.0.35			128.110.0.32			11185			1625			TCP			851			2.8s
128.110.0.35			128.110.0.32			6752			1704			TCP			763			3.8s
128.110.0.35			128.110.0.32			18464			652			TCP			649			3.4s
128.110.0.35			128.110.0.32			11399			1846			TCP			674			3.8s
128.110.0.35			128.110.0.32			15859			1029			TCP			635			3.7s
