host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
128.110.0.32			128.110.0.37			8074			1304			UDP			173			1.8s
128.110.0.32			128.110.0.37			5945			1824			TCP			164			1.5s
128.110.0.32			128.110.0.37			7759			1590			TCP			157			1.8s
128.110.0.32			128.110.0.37			6373			99			TCP			159			1.9s
128.110.0.32			128.110.0.37			9972			1593			UDP			172			1.4s
128.110.0.32			128.110.0.37			9956			935			TCP			166			1.1s
128.110.0.32			128.110.0.37			7038			1847			UDP			150			1.0s
128.110.0.32			128.110.0.37			7516			327			TCP			159			1.7s
128.110.0.32			128.110.0.37			5996			124			UDP			157			1.7s
128.110.0.32			128.110.0.37			5335			228			UDP			162			2.0s
128.110.0.32			128.110.0.37			6834			2045			TCP			165			1.9s
128.110.0.32			128.110.0.37			5837			276			TCP			158			1.5s
128.110.0.32			128.110.0.37			6072			307			UDP			175			2.0s
128.110.0.32			128.110.0.37			5956			1097			UDP			171			1.3s
128.110.0.32			128.110.0.37			6168			542			UDP			168			1.6s
128.110.0.32			128.110.0.37			5187			1663			UDP			169			1.3s
128.110.0.32			128.110.0.37			7930			1315			UDP			172			1.8s
128.110.0.32			128.110.0.37			8588			375			UDP			161			1.3s
128.110.0.32			128.110.0.37			8388			306			UDP			168			1.9s
128.110.0.32			128.110.0.37			6230			1655			TCP			166			1.2s
128.110.0.32			128.110.0.37			5612			1437			UDP			172			1.6s
128.110.0.32			128.110.0.37			8078			182			TCP			150			1.8s
128.110.0.32			128.110.0.37			9836			1456			TCP			152			1.2s
128.110.0.32			128.110.0.37			9063			291			UDP			162			1.5s
128.110.0.32			128.110.0.37			6800			939			UDP			169			1.3s
128.110.0.32			128.110.0.37			7918			1746			UDP			155			1.9s
128.110.0.32			128.110.0.37			7527			1399			TCP			173			1.4s
128.110.0.32			128.110.0.37			6466			1999			TCP			174			1.7s
128.110.0.32			128.110.0.37			7156			731			TCP			171			1.7s
128.110.0.32			128.110.0.37			6749			1455			TCP			153			1.3s
128.110.0.32			128.110.0.37			7576			338			UDP			169			1.2s
128.110.0.32			128.110.0.37			8432			1165			TCP			154			1.2s
128.110.0.32			128.110.0.37			6474			1082			TCP			168			1.5s
128.110.0.32			128.110.0.37			8708			1559			TCP			166			1.7s
128.110.0.32			128.110.0.37			6712			313			UDP			150			1.8s
128.110.0.32			128.110.0.37			6616			910			UDP			173			1.3s
128.110.0.32			128.110.0.37			6218			1028			UDP			169			1.1s
128.110.0.32			128.110.0.37			9392			650			TCP			171			1.8s
128.110.0.32			128.110.0.37			8291			42			UDP			171			1.6s
128.110.0.32			128.110.0.37			6736			651			UDP			171			1.1s
128.110.0.32			128.110.0.37			8863			1070			UDP			158			1.4s
128.110.0.32			128.110.0.37			7417			1496			UDP			174			1.7s
128.110.0.32			128.110.0.37			8532			1242			TCP			164			1.9s
128.110.0.32			128.110.0.37			7730			90			UDP			155			1.2s
128.110.0.32			128.110.0.37			9825			2023			TCP			155			1.9s
128.110.0.32			128.110.0.37			8551			1189			TCP			165			1.7s
128.110.0.32			128.110.0.37			6082			2038			TCP			174			1.5s
128.110.0.32			128.110.0.37			5094			1633			TCP			157			1.6s
128.110.0.32			128.110.0.37			6610			1422			TCP			156			1.2s
128.110.0.32			128.110.0.37			5465			96			UDP			170			1.3s
128.110.0.32			128.110.0.37			8784			470			TCP			163			1.8s
128.110.0.32			128.110.0.37			6138			612			UDP			160			1.9s
128.110.0.32			128.110.0.37			6448			123			TCP			154			1.6s
128.110.0.32			128.110.0.37			7831			868			UDP			174			1.9s
128.110.0.32			128.110.0.37			8916			1932			TCP			160			1.4s
128.110.0.32			128.110.0.37			6571			1121			TCP			162			1.8s
128.110.0.32			128.110.0.37			5667			2006			UDP			167			1.2s
128.110.0.32			128.110.0.37			9365			1279			UDP			167			1.7s
128.110.0.32			128.110.0.37			8627			76			TCP			167			1.4s
128.110.0.32			128.110.0.37			6489			314			UDP			156			1.0s
128.110.0.32			128.110.0.37			8404			1812			TCP			167			1.8s
128.110.0.32			128.110.0.37			9248			182			UDP			162			1.2s
128.110.0.32			128.110.0.37			8359			1905			TCP			157			1.4s
128.110.0.32			128.110.0.37			8202			1692			UDP			166			1.1s
128.110.0.32			128.110.0.37			8740			1621			UDP			158			1.5s
128.110.0.32			128.110.0.37			9967			1606			UDP			170			1.8s
128.110.0.32			128.110.0.37			7910			478			UDP			165			1.6s
128.110.0.32			128.110.0.37			8663			611			UDP			164			1.8s
128.110.0.32			128.110.0.37			9742			1605			TCP			167			1.8s
128.110.0.32			128.110.0.37			7306			526			UDP			162			1.5s
128.110.0.32			128.110.0.37			9711			166			TCP			150			1.6s
128.110.0.32			128.110.0.37			6073			1613			TCP			166			1.8s
128.110.0.32			128.110.0.37			9895			1047			UDP			172			1.2s
128.110.0.32			128.110.0.37			8850			980			UDP			165			1.6s
128.110.0.32			128.110.0.37			5141			1966			TCP			167			1.3s
128.110.0.32			128.110.0.37			6461			669			TCP			168			1.4s
128.110.0.32			128.110.0.37			9717			367			UDP			152			1.5s
128.110.0.32			128.110.0.37			5474			1026			UDP			156			1.1s
128.110.0.32			128.110.0.37			9695			504			TCP			162			1.4s
128.110.0.32			128.110.0.37			9246			1505			TCP			164			1.3s
128.110.0.32			128.110.0.37			6794			569			UDP			157			1.1s
128.110.0.32			128.110.0.37			9175			1491			UDP			168			1.5s
128.110.0.32			128.110.0.37			7179			1305			UDP			172			1.6s
128.110.0.32			128.110.0.37			5650			450			UDP			157			1.8s
128.110.0.32			128.110.0.37			8780			627			TCP			166			1.5s
128.110.0.32			128.110.0.37			6604			956			UDP			163			2.0s
128.110.0.32			128.110.0.37			5758			1946			TCP			175			1.9s
128.110.0.32			128.110.0.37			7270			1494			TCP			164			1.3s
128.110.0.32			128.110.0.37			6349			734			UDP			173			1.4s
128.110.0.32			128.110.0.37			7178			1269			TCP			170			1.4s
128.110.0.32			128.110.0.37			9236			696			UDP			151			1.9s
128.110.0.32			128.110.0.37			6960			1778			TCP			165			1.1s
128.110.0.32			128.110.0.37			8499			1039			TCP			164			1.0s
128.110.0.32			128.110.0.37			7602			263			UDP			166			1.8s
128.110.0.32			128.110.0.37			6395			1456			UDP			160			1.5s
128.110.0.32			128.110.0.37			5689			1500			TCP			166			1.0s
128.110.0.32			128.110.0.37			7695			1017			TCP			165			1.7s
128.110.0.32			128.110.0.37			6792			66			UDP			173			1.4s
128.110.0.32			128.110.0.37			9569			482			TCP			163			1.2s
128.110.0.32			128.110.0.37			8215			792			UDP			165			1.4s
128.110.0.32			128.110.0.37			5192			665			UDP			157			1.1s
128.110.0.32			128.110.0.37			9677			1731			TCP			165			1.7s
128.110.0.32			128.110.0.37			9551			300			TCP			172			1.0s
128.110.0.32			128.110.0.37			6346			1611			UDP			152			1.2s
128.110.0.32			128.110.0.37			7939			1253			UDP			153			1.2s
128.110.0.32			128.110.0.37			5173			1452			UDP			175			1.4s
128.110.0.32			128.110.0.37			5664			1004			UDP			156			1.7s
128.110.0.32			128.110.0.37			5758			1568			TCP			166			1.3s
128.110.0.32			128.110.0.37			7072			1766			TCP			166			1.0s
128.110.0.32			128.110.0.37			8024			1816			TCP			153			1.1s
128.110.0.32			128.110.0.37			7575			882			TCP			170			1.6s
128.110.0.32			128.110.0.37			8128			1785			UDP			157			1.3s
128.110.0.32			128.110.0.37			9900			1843			TCP			154			1.2s
128.110.0.32			128.110.0.37			5628			1580			UDP			163			1.8s
128.110.0.32			128.110.0.37			5723			1853			TCP			167			1.5s
128.110.0.32			128.110.0.37			6166			925			TCP			171			1.2s
128.110.0.33			128.110.0.49			6462			1503			TCP			303			3.6s
128.110.0.33			128.110.0.49			5059			1414			TCP			372			3.3s
128.110.0.33			128.110.0.49			2271			1675			UDP			126			2.2s
128.110.0.33			128.110.0.49			4644			2045			TCP			140			2.0s
128.110.0.33			128.110.0.49			7157			157			TCP			323			4.3s
128.110.0.33			128.110.0.49			6054			199			TCP			264			3.9s
128.110.0.33			128.110.0.49			2137			273			TCP			346			1.8s
128.110.0.33			128.110.0.49			4435			1810			TCP			361			2.5s
128.110.0.33			128.110.0.49			6424			605			UDP			195			1.5s
128.110.0.33			128.110.0.49			3334			1025			TCP			344			4.1s
128.110.0.33			128.110.0.49			3925			246			UDP			232			3.6s
128.110.0.33			128.110.0.49			6774			1992			UDP			228			3.6s
128.110.0.33			128.110.0.49			4743			71			TCP			162			2.6s
128.110.0.33			128.110.0.49			2442			1107			TCP			199			3.1s
128.110.0.33			128.110.0.49			6988			57			UDP			195			1.3s
128.110.0.33			128.110.0.49			2447			1585			TCP			130			1.8s
128.110.0.33			128.110.0.49			3572			732			UDP			291			3.4s
128.110.0.33			128.110.0.49			2413			1285			UDP			332			4.0s
128.110.0.33			128.110.0.49			5080			1228			TCP			291			2.5s
128.110.0.33			128.110.0.49			2722			1509			UDP			291			3.4s
128.110.0.33			128.110.0.49			7317			574			TCP			185			1.6s
128.110.0.33			128.110.0.49			2983			738			UDP			366			2.4s
128.110.0.33			128.110.0.49			5737			1763			UDP			270			4.6s
128.110.0.33			128.110.0.49			3783			563			TCP			336			3.7s
128.110.0.33			128.110.0.49			3310			1547			UDP			295			1.5s
128.110.0.33			128.110.0.49			2749			816			TCP			252			1.8s
128.110.0.33			128.110.0.49			6131			1858			TCP			306			3.6s
128.110.0.33			128.110.0.49			5177			1046			TCP			208			4.4s
128.110.0.33			128.110.0.49			7381			1005			TCP			313			4.0s
128.110.0.33			128.110.0.49			6698			380			UDP			361			1.3s
128.110.0.33			128.110.0.49			5251			1589			UDP			215			2.5s
128.110.0.33			128.110.0.49			5208			1936			TCP			379			3.2s
128.110.0.33			128.110.0.49			6350			870			TCP			312			2.3s
128.110.0.33			128.110.0.49			5479			1349			UDP			192			1.4s
128.110.0.33			128.110.0.49			6194			1940			TCP			164			4.8s
128.110.0.33			128.110.0.49			6255			1226			UDP			257			4.1s
128.110.0.33			128.110.0.49			5417			197			TCP			247			3.4s
128.110.0.33			128.110.0.49			7487			2048			UDP			311			4.9s
128.110.0.33			128.110.0.49			2869			596			TCP			277			4.2s
128.110.0.33			128.110.0.49			4299			3			UDP			126			2.4s
128.110.0.33			128.110.0.49			5093			1845			UDP			156			3.0s
128.110.0.33			128.110.0.49			5713			1385			UDP			127			3.6s
128.110.0.33			128.110.0.49			5748			631			TCP			207			1.8s
128.110.0.33			128.110.0.49			4385			288			UDP			244			2.1s
128.110.0.33			128.110.0.49			4298			1111			TCP			373			4.7s
128.110.0.33			128.110.0.49			4359			920			UDP			298			4.1s
128.110.0.33			128.110.0.49			3815			936			TCP			238			4.6s
128.110.0.33			128.110.0.49			2426			1494			TCP			231			1.2s
128.110.0.33			128.110.0.49			2088			1714			UDP			276			3.5s
128.110.0.33			128.110.0.49			7104			1259			TCP			236			3.4s
128.110.0.33			128.110.0.49			5523			1088			TCP			325			5.0s
128.110.0.33			128.110.0.49			4466			1022			UDP			396			2.5s
128.110.0.33			128.110.0.49			6377			533			TCP			272			3.3s
128.110.0.33			128.110.0.49			3036			274			TCP			141			4.2s
128.110.0.33			128.110.0.49			2656			1949			TCP			294			1.7s
128.110.0.33			128.110.0.49			7205			384			UDP			181			1.6s
128.110.0.33			128.110.0.49			2998			892			UDP			371			1.8s
128.110.0.33			128.110.0.49			4497			1379			TCP			255			3.7s
128.110.0.33			128.110.0.49			6480			1101			UDP			310			4.7s
128.110.0.33			128.110.0.49			6529			758			TCP			152			3.3s
128.110.0.33			128.110.0.49			3075			1858			TCP			308			4.5s
128.110.0.33			128.110.0.49			6789			1826			TCP			331			3.8s
128.110.0.33			128.110.0.49			4958			1402			UDP			309			2.7s
128.110.0.33			128.110.0.49			7454			867			TCP			235			4.5s
128.110.0.33			128.110.0.49			5071			1978			UDP			385			4.4s
128.110.0.33			128.110.0.49			2217			112			TCP			279			1.4s
128.110.0.33			128.110.0.49			5708			782			TCP			148			2.5s
128.110.0.33			128.110.0.49			4414			1636			UDP			390			1.9s
128.110.0.33			128.110.0.49			6958			625			UDP			160			1.1s
128.110.0.33			128.110.0.49			6114			1032			UDP			380			3.1s
128.110.0.33			128.110.0.49			4143			998			UDP			184			2.8s
128.110.0.33			128.110.0.49			6618			1940			UDP			196			2.5s
128.110.0.33			128.110.0.49			3143			364			TCP			305			4.4s
128.110.0.33			128.110.0.49			5627			1715			TCP			223			4.3s
128.110.0.33			128.110.0.49			5036			1721			UDP			255			2.5s
128.110.0.33			128.110.0.49			5856			1906			UDP			177			1.9s
128.110.0.33			128.110.0.49			2625			1280			TCP			358			4.0s
128.110.0.33			128.110.0.49			2706			1804			TCP			333			3.4s
128.110.0.33			128.110.0.49			6134			721			TCP			232			4.5s
128.110.0.33			128.110.0.49			7411			1112			UDP			379			4.2s
128.110.0.33			128.110.0.49			2784			1362			TCP			280			2.8s
128.110.0.33			128.110.0.49			7260			1839			TCP			177			1.4s
128.110.0.33			128.110.0.49			5728			1353			UDP			259			1.5s
128.110.0.33			128.110.0.49			5618			1944			UDP			295			1.2s
128.110.0.33			128.110.0.49			6392			1781			UDP			128			1.2s
128.110.0.33			128.110.0.49			6306			1163			UDP			367			2.4s
128.110.0.33			128.110.0.49			3928			1908			UDP			374			4.2s
128.110.0.33			128.110.0.49			3578			772			TCP			206			4.8s
128.110.0.33			128.110.0.49			6794			1664			TCP			244			4.9s
128.110.0.33			128.110.0.49			5192			1514			UDP			207			1.5s
128.110.0.33			128.110.0.49			7435			808			UDP			332			3.2s
128.110.0.33			128.110.0.49			2791			1384			TCP			262			2.4s
128.110.0.33			128.110.0.49			4204			333			UDP			135			4.0s
128.110.0.33			128.110.0.49			2708			1601			UDP			375			4.5s
128.110.0.33			128.110.0.49			5005			205			TCP			357			2.0s
128.110.0.33			128.110.0.49			3513			26			TCP			372			4.1s
128.110.0.33			128.110.0.49			6206			164			TCP			225			4.5s
128.110.0.33			128.110.0.49			5679			1472			TCP			351			2.4s
128.110.0.33			128.110.0.49			4125			1488			UDP			350			3.0s
128.110.0.33			128.110.0.49			5841			513			UDP			290			1.1s
128.110.0.33			128.110.0.49			4058			668			UDP			393			1.6s
128.110.0.33			128.110.0.49			5476			1156			TCP			374			1.6s
128.110.0.33			128.110.0.49			6969			979			UDP			394			3.1s
128.110.0.33			128.110.0.49			3419			385			UDP			127			4.6s
128.110.0.33			128.110.0.49			4682			787			UDP			139			1.8s
128.110.0.33			128.110.0.49			5339			333			TCP			250			2.6s
128.110.0.33			128.110.0.49			3881			638			UDP			297			1.1s
128.110.0.33			128.110.0.49			6054			35			UDP			352			2.1s
128.110.0.33			128.110.0.49			5636			2017			TCP			325			1.4s
128.110.0.33			128.110.0.49			2753			2018			UDP			275			1.0s
128.110.0.33			128.110.0.49			4661			1639			TCP			132			2.6s
128.110.0.33			128.110.0.49			4118			1558			UDP			368			1.1s
128.110.0.33			128.110.0.49			2491			1501			TCP			185			3.1s
128.110.0.33			128.110.0.49			2099			514			TCP			320			4.1s
128.110.0.33			128.110.0.49			2544			752			UDP			167			4.4s
128.110.0.33			128.110.0.49			4889			1700			UDP			278			3.4s
128.110.0.33			128.110.0.49			3964			2017			UDP			388			1.8s
128.110.0.33			128.110.0.49			3409			483			TCP			266			3.5s
128.110.0.33			128.110.0.49			6647			1410			TCP			319			1.1s
128.110.0.33			128.110.0.49			4864			1171			UDP			294			4.2s
128.110.0.33			128.110.0.49			4793			60			UDP			309			3.2s
128.110.0.33			128.110.0.49			5054			1786			TCP			284			3.9s
128.110.0.33			128.110.0.49			5246			674			UDP			302			4.1s
128.110.0.33			128.110.0.49			6726			979			TCP			186			1.7s
128.110.0.33			128.110.0.49			4279			315			TCP			172			2.9s
128.110.0.33			128.110.0.49			5931			850			UDP			295			2.8s
128.110.0.33			128.110.0.49			7417			346			TCP			250			4.0s
128.110.0.33			128.110.0.49			4872			1979			UDP			298			2.4s
128.110.0.33			128.110.0.49			3837			658			TCP			376			2.3s
128.110.0.33			128.110.0.49			4094			1834			UDP			264			3.5s
128.110.0.33			128.110.0.49			3842			975			UDP			392			1.4s
128.110.0.33			128.110.0.49			3459			148			UDP			217			3.0s
128.110.0.33			128.110.0.49			5866			1092			UDP			298			3.8s
128.110.0.33			128.110.0.49			3240			1836			UDP			320			1.6s
128.110.0.33			128.110.0.49			6414			668			UDP			174			2.2s
128.110.0.33			128.110.0.49			4516			1293			TCP			239			1.5s
128.110.0.33			128.110.0.49			4740			837			TCP			370			1.3s
128.110.0.33			128.110.0.49			2837			1459			UDP			387			2.7s
128.110.0.33			128.110.0.49			5339			1596			TCP			217			1.2s
128.110.0.33			128.110.0.49			7045			1340			UDP			188			4.5s
128.110.0.33			128.110.0.49			2975			334			TCP			247			1.7s
128.110.0.33			128.110.0.49			6146			846			TCP			243			2.8s
128.110.0.33			128.110.0.49			3572			814			TCP			240			2.1s
128.110.0.33			128.110.0.49			6028			923			UDP			315			4.1s
128.110.0.33			128.110.0.49			3405			1435			TCP			208			4.6s
128.110.0.33			128.110.0.49			6474			73			UDP			377			3.6s
128.110.0.33			128.110.0.49			7332			436			UDP			315			3.2s
128.110.0.33			128.110.0.49			2374			521			TCP			137			2.6s
128.110.0.33			128.110.0.49			5422			544			TCP			150			4.7s
128.110.0.33			128.110.0.49			4885			1372			TCP			399			5.0s
128.110.0.33			128.110.0.49			2525			760			TCP			331			4.9s
128.110.0.33			128.110.0.49			4312			1187			TCP			275			4.2s
128.110.0.33			128.110.0.49			3340			1142			UDP			218			1.6s
128.110.0.33			128.110.0.49			5682			688			UDP			245			1.3s
128.110.0.33			128.110.0.49			4519			889			UDP			280			4.8s
128.110.0.33			128.110.0.49			6442			709			UDP			149			4.9s
128.110.0.33			128.110.0.49			4067			1795			UDP			222			4.7s
128.110.0.33			128.110.0.49			4510			247			UDP			366			1.8s
128.110.0.33			128.110.0.49			2899			174			TCP			261			3.7s
128.110.0.33			128.110.0.49			3898			51			TCP			229			1.4s
128.110.0.33			128.110.0.49			2352			1554			TCP			346			2.1s
128.110.0.33			128.110.0.49			6003			1881			UDP			357			2.8s
128.110.0.33			128.110.0.49			4105			57			TCP			165			1.3s
128.110.0.33			128.110.0.49			5718			80			TCP			238			2.0s
128.110.0.33			128.110.0.49			5232			1556			TCP			159			1.9s
128.110.0.33			128.110.0.49			2755			1941			UDP			395			2.0s
128.110.0.33			128.110.0.49			6983			1243			UDP			399			5.0s
128.110.0.33			128.110.0.49			7500			1387			UDP			304			4.1s
128.110.0.33			128.110.0.49			2634			304			UDP			376			1.7s
128.110.0.33			128.110.0.49			6618			1856			UDP			288			1.1s
128.110.0.33			128.110.0.49			3440			1713			UDP			178			2.7s
128.110.0.33			128.110.0.49			6376			1213			TCP			174			2.8s
128.110.0.33			128.110.0.49			7190			183			TCP			312			2.7s
128.110.0.33			128.110.0.49			3074			1119			TCP			346			4.4s
128.110.0.33			128.110.0.49			2756			1005			UDP			377			3.7s
128.110.0.33			128.110.0.49			2710			337			UDP			218			1.9s
128.110.0.33			128.110.0.49			2279			1032			TCP			299			1.9s
128.110.0.33			128.110.0.49			6047			731			TCP			395			2.7s
128.110.0.33			128.110.0.49			6681			1728			TCP			187			2.8s
128.110.0.33			128.110.0.49			2263			1450			TCP			305			3.5s
128.110.0.33			128.110.0.49			2466			1511			UDP			203			3.9s
128.110.0.33			128.110.0.49			3164			605			TCP			332			3.0s
128.110.0.33			128.110.0.49			3920			406			UDP			130			2.7s
128.110.0.33			128.110.0.49			2985			118			UDP			355			2.6s
128.110.0.33			128.110.0.49			4834			1481			UDP			147			3.3s
128.110.0.33			128.110.0.49			3452			1933			TCP			150			1.5s
128.110.0.33			128.110.0.49			5446			490			UDP			266			3.9s
128.110.0.33			128.110.0.49			3863			1441			UDP			300			4.2s
128.110.0.33			128.110.0.49			3527			614			UDP			261			4.6s
128.110.0.33			128.110.0.49			6774			1154			TCP			272			4.7s
128.110.0.33			128.110.0.49			4771			682			TCP			216			2.3s
128.110.0.33			128.110.0.49			4547			1517			TCP			372			2.7s
128.110.0.33			128.110.0.49			4287			323			TCP			292			1.3s
128.110.0.33			128.110.0.49			5503			1576			TCP			313			4.5s
128.110.0.33			128.110.0.49			7413			1108			UDP			204			3.6s
128.110.0.33			128.110.0.49			2769			112			UDP			150			2.5s
128.110.0.33			128.110.0.49			4548			1399			UDP			151			3.3s
128.110.0.33			128.110.0.49			3185			1877			UDP			204			3.2s
128.110.0.33			128.110.0.49			3942			443			UDP			332			4.4s
128.110.0.33			128.110.0.49			6353			1930			TCP			382			4.7s
128.110.0.33			128.110.0.49			5610			1234			UDP			162			3.2s
128.110.0.33			128.110.0.49			7427			1075			TCP			234			2.5s
128.110.0.33			128.110.0.49			2848			1772			UDP			209			1.6s
128.110.0.33			128.110.0.49			4098			1989			TCP			222			3.4s
128.110.0.33			128.110.0.49			2951			1028			UDP			178			1.7s
128.110.0.33			128.110.0.49			4419			1986			TCP			384			3.3s
128.110.0.33			128.110.0.49			6133			69			UDP			203			4.2s
128.110.0.33			128.110.0.49			2818			1599			TCP			165			2.0s
128.110.0.33			128.110.0.49			4206			1518			TCP			192			1.7s
128.110.0.33			128.110.0.49			2811			2044			UDP			157			3.5s
128.110.0.33			128.110.0.49			4912			245			TCP			357			4.6s
128.110.0.33			128.110.0.49			4432			1819			TCP			333			4.1s
128.110.0.33			128.110.0.49			5592			1585			TCP			312			1.3s
128.110.0.33			128.110.0.49			6212			49			UDP			246			2.3s
128.110.0.33			128.110.0.49			3198			1369			UDP			180			1.4s
128.110.0.33			128.110.0.49			6197			1706			TCP			207			3.3s
128.110.0.33			128.110.0.49			3502			1048			UDP			210			3.7s
128.110.0.35			128.110.0.33			5786			1808			TCP			154			1.8s
128.110.0.35			128.110.0.33			7296			1774			UDP			167			1.0s
128.110.0.35			128.110.0.33			8496			1798			TCP			174			1.9s
128.110.0.35			128.110.0.33			5966			1139			UDP			169			1.2s
128.110.0.35			128.110.0.33			9828			784			UDP			173			1.3s
128.110.0.35			128.110.0.33			6282			1226			UDP			159			1.7s
128.110.0.35			128.110.0.33			8255			1453			UDP			168			1.8s
128.110.0.35			128.110.0.33			8786			568			UDP			173			1.6s
128.110.0.35			128.110.0.33			6361			230			TCP			150			1.8s
128.110.0.35			128.110.0.33			7929			908			UDP			161			1.9s
128.110.0.35			128.110.0.33			6498			371			TCP			169			1.1s
128.110.0.35			128.110.0.33			9857			1040			TCP			161			1.1s
128.110.0.35			128.110.0.33			5836			159			UDP			150			1.1s
128.110.0.35			128.110.0.33			9457			608			TCP			164			1.8s
128.110.0.35			128.110.0.33			9802			850			TCP			175			1.5s
128.110.0.35			128.110.0.33			5305			931			UDP			155			1.8s
128.110.0.35			128.110.0.33			8996			1776			UDP			159			1.5s
128.110.0.35			128.110.0.33			6231			2016			TCP			173			1.4s
128.110.0.35			128.110.0.33			8174			1381			UDP			171			1.3s
128.110.0.35			128.110.0.33			6058			1830			UDP			169			1.2s
128.110.0.35			128.110.0.33			5127			146			UDP			168			2.0s
128.110.0.35			128.110.0.33			7145			1323			TCP			174			1.2s
128.110.0.35			128.110.0.33			6122			1293			TCP			156			1.3s
128.110.0.35			128.110.0.33			7284			357			TCP			168			1.0s
128.110.0.35			128.110.0.33			5392			764			TCP			163			1.9s
128.110.0.35			128.110.0.33			9473			1499			TCP			166			1.2s
128.110.0.35			128.110.0.33			5004			1032			UDP			165			1.9s
128.110.0.35			128.110.0.33			7070			1539			TCP			168			1.4s
128.110.0.35			128.110.0.33			6035			413			TCP			159			1.9s
128.110.0.35			128.110.0.33			5415			143			UDP			167			1.5s
128.110.0.35			128.110.0.33			7109			1284			UDP			163			1.0s
128.110.0.35			128.110.0.33			9235			1602			TCP			170			1.2s
128.110.0.35			128.110.0.33			7583			779			UDP			150			1.7s
128.110.0.35			128.110.0.33			9631			1225			UDP			169			1.7s
128.110.0.35			128.110.0.33			6801			1541			UDP			173			1.4s
128.110.0.35			128.110.0.33			9324			1727			TCP			173			1.4s
128.110.0.35			128.110.0.33			8907			1263			UDP			173			1.7s
