host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
128.110.0.32			128.110.0.49			19995			30220			TCP			714			2.7s
128.110.0.32			128.110.0.49			14353			36138			TCP			707			1.5s
128.110.0.32			128.110.0.49			15953			38650			TCP			935			2.0s
128.110.0.32			128.110.0.49			12916			38557			TCP			977			5.8s
128.110.0.32			128.110.0.49			19236			32067			TCP			434			3.9s
128.110.0.32			128.110.0.49			13346			34463			TCP			504			1.8s
128.110.0.32			128.110.0.49			13362			38051			TCP			813			7.0s
128.110.0.32			128.110.0.49			19125			35142			TCP			914			6.0s
128.110.0.32			128.110.0.49			11696			35421			TCP			441			2.0s
128.110.0.32			128.110.0.49			19157			39397			TCP			959			2.7s
128.110.0.32			128.110.0.49			11119			32487			TCP			634			7.1s
128.110.0.32			128.110.0.49			14822			39888			TCP			833			4.5s
128.110.0.32			128.110.0.49			16390			32151			TCP			592			6.0s
128.110.0.32			128.110.0.49			16138			36447			TCP			597			2.2s
128.110.0.32			128.110.0.49			10214			39250			TCP			454			5.4s
128.110.0.32			128.110.0.49			14103			38025			TCP			469			5.7s
128.110.0.32			128.110.0.49			17120			36828			TCP			449			3.1s
128.110.0.32			128.110.0.49			13336			39618			TCP			599			6.8s
128.110.0.32			128.110.0.49			13860			36035			TCP			690			6.1s
128.110.0.32			128.110.0.49			18804			33621			TCP			947			2.0s
128.110.0.32			128.110.0.49			15810			36994			TCP			520			6.9s
128.110.0.32			128.110.0.49			12492			33667			TCP			731			6.4s
128.110.0.32			128.110.0.49			16305			33144			TCP			964			6.6s
128.110.0.32			128.110.0.49			18282			34481			TCP			710			4.4s
128.110.0.33			128.110.0.49			11225			31763			TCP			585			4.5s
128.110.0.33			128.110.0.49			11257			35815			TCP			846			6.3s
128.110.0.33			128.110.0.49			12469			36608			TCP			694			3.6s
128.110.0.33			128.110.0.49			16010			35637			TCP			463			3.7s
128.110.0.33			128.110.0.49			11875			39399			TCP			497			2.0s
128.110.0.33			128.110.0.49			16863			39764			TCP			410			1.3s
128.110.0.33			128.110.0.49			15923			30581			TCP			526			7.1s
128.110.0.33			128.110.0.49			14213			34835			TCP			666			5.8s
128.110.0.33			128.110.0.49			17116			39022			TCP			893			1.0s
128.110.0.33			128.110.0.49			18443			37342			TCP			664			4.1s
128.110.0.33			128.110.0.49			11494			32391			TCP			813			1.5s
128.110.0.33			128.110.0.49			12609			38459			TCP			721			2.7s
128.110.0.33			128.110.0.49			13651			38758			TCP			449			4.2s
128.110.0.33			128.110.0.49			14224			33334			TCP			595			2.6s
128.110.0.33			128.110.0.49			11136			35824			TCP			640			7.3s
128.110.0.33			128.110.0.49			18619			39659			TCP			997			2.7s
128.110.0.33			128.110.0.49			13077			39704			TCP			403			4.1s
128.110.0.33			128.110.0.49			15664			36924			TCP			768			1.0s
128.110.0.33			128.110.0.49			18803			36321			TCP			429			3.8s
128.110.0.33			128.110.0.49			11701			33347			TCP			739			6.8s
128.110.0.33			128.110.0.49			11058			34506			TCP			839			6.6s
128.110.0.33			128.110.0.49			13028			39905			TCP			750			6.3s
128.110.0.33			128.110.0.49			15004			39484			TCP			961			1.5s
128.110.0.33			128.110.0.49			17935			32997			TCP			485			5.3s
128.110.0.33			128.110.0.49			16149			34109			TCP			946			1.5s
128.110.0.33			128.110.0.49			16398			30354			TCP			761			2.8s
128.110.0.33			128.110.0.49			17488			33273			TCP			708			4.0s
128.110.0.33			128.110.0.49			12944			38496			TCP			757			3.4s
128.110.0.33			128.110.0.49			19632			34988			TCP			819			5.5s
128.110.0.33			128.110.0.49			14870			34351			TCP			641			2.4s
128.110.0.33			128.110.0.49			15237			34144			TCP			568			1.5s
128.110.0.33			128.110.0.49			10083			38766			TCP			683			2.5s
128.110.0.33			128.110.0.49			16669			39788			TCP			579			2.4s
128.110.0.33			128.110.0.49			14549			39307			TCP			888			2.8s
128.110.0.33			128.110.0.49			18785			36584			TCP			880			5.3s
128.110.0.33			128.110.0.49			19584			33541			TCP			944			4.8s
128.110.0.33			128.110.0.49			15497			33464			TCP			721			1.1s
128.110.0.33			128.110.0.49			16921			35909			TCP			832			6.0s
128.110.0.33			128.110.0.49			16504			36469			TCP			760			4.5s
128.110.0.33			128.110.0.49			12220			39520			TCP			942			4.8s
128.110.0.33			128.110.0.49			19936			38404			TCP			905			1.0s
128.110.0.33			128.110.0.49			14547			34415			TCP			491			5.3s
128.110.0.33			128.110.0.49			10748			38716			TCP			578			1.8s
128.110.0.33			128.110.0.49			19984			39845			TCP			774			6.6s
128.110.0.33			128.110.0.49			11302			36725			TCP			735			3.5s
128.110.0.33			128.110.0.49			11686			36603			TCP			778			7.5s
128.110.0.33			128.110.0.49			15713			34449			TCP			968			6.0s
128.110.0.33			128.110.0.49			15484			38887			TCP			872			6.9s
128.110.0.33			128.110.0.49			13177			32453			TCP			919			4.6s
128.110.0.35			128.110.0.36			15972			17629			TCP			505			11.2s
128.110.0.35			128.110.0.36			29771			8902			UDP			630			22.0s
128.110.0.35			128.110.0.36			44817			14982			TCP			418			33.6s
128.110.0.35			128.110.0.36			48799			17888			TCP			837			36.2s
128.110.0.35			128.110.0.36			8404			16751			TCP			983			32.9s
128.110.0.35			128.110.0.36			9597			3840			TCP			575			34.2s
128.110.0.35			128.110.0.36			27097			11944			UDP			445			42.1s
128.110.0.35			128.110.0.36			19853			11796			UDP			938			44.5s
128.110.0.35			128.110.0.36			8531			15275			UDP			832			22.6s
128.110.0.35			128.110.0.36			41220			2869			TCP			940			23.9s
128.110.0.35			128.110.0.36			31230			5815			TCP			545			18.7s
128.110.0.35			128.110.0.36			33484			14509			UDP			524			36.1s
128.110.0.35			128.110.0.36			9456			15200			TCP			788			46.9s
128.110.0.35			128.110.0.36			49230			5467			UDP			793			16.2s
128.110.0.35			128.110.0.36			9093			260			TCP			995			41.9s
128.110.0.35			128.110.0.36			18912			5249			TCP			471			32.9s
128.110.0.35			128.110.0.36			35589			3869			TCP			855			28.8s
128.110.0.35			128.110.0.36			13063			16027			TCP			451			32.7s
128.110.0.35			128.110.0.36			32117			157			TCP			493			47.0s
128.110.0.35			128.110.0.36			28386			3397			TCP			993			33.4s
128.110.0.35			128.110.0.36			35602			11746			TCP			446			19.1s
128.110.0.35			128.110.0.36			11155			14136			UDP			497			15.2s
128.110.0.35			128.110.0.36			47976			12585			UDP			505			16.8s
128.110.0.35			128.110.0.36			27336			13458			UDP			938			46.2s
128.110.0.35			128.110.0.36			7864			12286			UDP			893			44.7s
128.110.0.35			128.110.0.36			14845			1081			UDP			595			45.3s
128.110.0.35			128.110.0.36			44714			15725			UDP			701			35.3s
128.110.0.35			128.110.0.36			8933			7087			UDP			679			40.0s
128.110.0.35			128.110.0.36			44902			7440			TCP			965			45.1s
128.110.0.35			128.110.0.36			34559			2426			TCP			696			39.6s
128.110.0.35			128.110.0.36			34980			3635			TCP			733			48.9s
128.110.0.35			128.110.0.36			49837			19489			TCP			948			19.2s
128.110.0.35			128.110.0.36			30776			5558			UDP			738			25.3s
128.110.0.35			128.110.0.36			29537			19530			UDP			881			41.4s
128.110.0.35			128.110.0.36			35002			8855			UDP			958			10.9s
128.110.0.35			128.110.0.36			12340			4340			TCP			684			19.5s
128.110.0.35			128.110.0.36			43211			5070			UDP			643			29.0s
128.110.0.35			128.110.0.36			29253			11667			UDP			916			49.5s
128.110.0.35			128.110.0.36			29023			1425			TCP			824			44.9s
128.110.0.35			128.110.0.36			38045			14142			UDP			469			13.3s
128.110.0.35			128.110.0.36			39919			1317			TCP			671			13.1s
128.110.0.35			128.110.0.36			9931			6808			UDP			767			12.8s
128.110.0.35			128.110.0.36			21102			17689			UDP			831			14.9s
128.110.0.35			128.110.0.36			32336			463			TCP			439			27.9s
128.110.0.35			128.110.0.36			44447			12556			UDP			952			27.0s
128.110.0.35			128.110.0.36			41616			8979			TCP			775			37.0s
128.110.0.35			128.110.0.36			42417			5481			TCP			498			41.3s
128.110.0.35			128.110.0.36			49019			508			TCP			787			32.3s
128.110.0.35			128.110.0.36			9162			10798			UDP			653			46.8s
128.110.0.35			128.110.0.36			14619			15413			UDP			433			38.1s
128.110.0.35			128.110.0.36			25337			13995			TCP			670			25.4s
128.110.0.35			128.110.0.36			39324			13132			TCP			994			27.3s
128.110.0.35			128.110.0.36			22219			3902			TCP			910			33.8s
128.110.0.35			128.110.0.36			20632			2384			TCP			650			20.5s
128.110.0.35			128.110.0.36			15971			13800			TCP			454			44.5s
128.110.0.35			128.110.0.36			7579			9361			UDP			712			32.5s
128.110.0.35			128.110.0.36			13320			6738			TCP			563			16.9s
128.110.0.35			128.110.0.36			15614			3922			TCP			752			21.9s
128.110.0.35			128.110.0.36			11389			7105			UDP			570			37.1s
128.110.0.35			128.110.0.36			30367			1252			UDP			949			23.1s
128.110.0.35			128.110.0.36			36602			18565			TCP			645			29.6s
128.110.0.35			128.110.0.36			42883			2183			TCP			401			49.5s
128.110.0.35			128.110.0.36			31403			4905			UDP			830			28.8s
128.110.0.35			128.110.0.36			33315			10052			TCP			952			37.5s
128.110.0.35			128.110.0.36			31551			2119			UDP			564			18.3s
128.110.0.35			128.110.0.36			32644			13165			TCP			700			46.8s
128.110.0.35			128.110.0.36			12115			5408			TCP			840			33.2s
128.110.0.35			128.110.0.36			7719			5133			UDP			1000			13.5s
128.110.0.35			128.110.0.36			40787			9859			TCP			448			18.9s
128.110.0.35			128.110.0.36			39126			2622			TCP			962			32.7s
128.110.0.35			128.110.0.36			20328			2553			TCP			459			37.3s
128.110.0.35			128.110.0.36			34627			5281			UDP			865			26.1s
128.110.0.35			128.110.0.36			41051			19463			UDP			744			34.8s
128.110.0.35			128.110.0.36			17076			8728			UDP			577			20.3s
128.110.0.35			128.110.0.36			47024			14922			UDP			446			45.9s
128.110.0.35			128.110.0.36			13098			13143			UDP			982			10.4s
128.110.0.35			128.110.0.36			8084			11008			UDP			763			38.7s
128.110.0.35			128.110.0.36			8404			16334			UDP			757			31.1s
128.110.0.35			128.110.0.36			36470			21			UDP			851			43.7s
128.110.0.35			128.110.0.36			37372			1129			TCP			651			17.6s
128.110.0.35			128.110.0.36			12285			5108			TCP			981			11.9s
128.110.0.35			128.110.0.36			29610			15827			TCP			620			48.5s
128.110.0.35			128.110.0.36			48042			12936			UDP			539			38.7s
128.110.0.35			128.110.0.36			32663			8734			TCP			800			40.8s
128.110.0.35			128.110.0.36			27812			8680			TCP			444			35.0s
128.110.0.35			128.110.0.36			34485			5535			TCP			486			29.1s
128.110.0.35			128.110.0.36			31607			5897			TCP			727			34.4s
128.110.0.35			128.110.0.36			14998			9876			TCP			506			37.4s
128.110.0.35			128.110.0.36			35216			17937			TCP			749			12.1s
128.110.0.35			128.110.0.36			47046			17050			TCP			879			44.6s
128.110.0.35			128.110.0.36			43117			3444			UDP			636			30.6s
128.110.0.35			128.110.0.36			32788			14825			TCP			485			12.9s
128.110.0.35			128.110.0.36			37762			4140			TCP			844			24.3s
128.110.0.35			128.110.0.36			27749			2173			UDP			740			14.8s
128.110.0.35			128.110.0.36			36318			16760			UDP			726			24.7s
128.110.0.35			128.110.0.36			20207			19767			TCP			955			48.4s
128.110.0.35			128.110.0.36			40074			13079			TCP			724			34.0s
128.110.0.35			128.110.0.36			35407			14700			TCP			731			47.8s
128.110.0.35			128.110.0.36			36107			16784			UDP			903			45.1s
128.110.0.35			128.110.0.36			31139			2033			TCP			729			48.6s
128.110.0.35			128.110.0.36			38937			17098			UDP			413			20.2s
128.110.0.35			128.110.0.36			29415			1952			TCP			502			41.2s
128.110.0.35			128.110.0.36			36938			19752			TCP			879			47.2s
128.110.0.35			128.110.0.36			12645			15356			UDP			640			43.8s
128.110.0.35			128.110.0.36			20112			13738			UDP			425			36.4s
128.110.0.35			128.110.0.36			25121			3774			UDP			449			25.9s
128.110.0.35			128.110.0.36			21867			16341			UDP			741			16.9s
128.110.0.35			128.110.0.36			10164			14492			TCP			470			45.2s
128.110.0.35			128.110.0.36			38231			17020			UDP			857			44.5s
128.110.0.35			128.110.0.36			37800			15380			UDP			400			43.0s
128.110.0.35			128.110.0.36			37388			16383			TCP			693			12.2s
128.110.0.35			128.110.0.36			14233			17208			TCP			482			33.4s
128.110.0.35			128.110.0.36			21201			17795			TCP			768			33.8s
128.110.0.35			128.110.0.36			44425			313			TCP			478			13.1s
128.110.0.35			128.110.0.36			9831			7473			UDP			829			47.5s
128.110.0.35			128.110.0.36			10826			11090			UDP			962			43.9s
128.110.0.35			128.110.0.36			41824			15379			UDP			989			32.4s
128.110.0.35			128.110.0.36			17971			19166			TCP			890			23.3s
128.110.0.35			128.110.0.36			19010			4155			TCP			437			38.7s
128.110.0.35			128.110.0.36			30871			12337			UDP			598			28.0s
128.110.0.35			128.110.0.36			45647			15112			UDP			966			17.7s
128.110.0.35			128.110.0.36			42398			16920			UDP			402			26.6s
128.110.0.35			128.110.0.36			47039			8252			TCP			902			15.6s
128.110.0.35			128.110.0.36			41888			16136			TCP			717			47.4s
128.110.0.35			128.110.0.36			38487			732			UDP			917			36.1s
128.110.0.35			128.110.0.36			8026			16424			TCP			984			32.7s
128.110.0.35			128.110.0.36			28388			8177			UDP			907			29.5s
128.110.0.35			128.110.0.36			8808			1238			UDP			404			43.2s
128.110.0.35			128.110.0.36			22381			17447			TCP			466			28.8s
128.110.0.35			128.110.0.36			13226			6634			UDP			637			45.0s
128.110.0.35			128.110.0.36			9058			18022			TCP			913			48.2s
128.110.0.35			128.110.0.36			34444			9669			TCP			777			30.6s
128.110.0.35			128.110.0.36			28061			638			UDP			681			41.7s
128.110.0.35			128.110.0.36			45483			6568			UDP			872			25.5s
128.110.0.35			128.110.0.36			42503			11779			UDP			634			29.4s
128.110.0.35			128.110.0.36			31640			14740			TCP			402			37.9s
128.110.0.35			128.110.0.36			41840			12711			TCP			839			31.5s
128.110.0.35			128.110.0.36			43961			13126			UDP			411			38.2s
128.110.0.35			128.110.0.36			34320			331			TCP			982			18.8s
128.110.0.35			128.110.0.36			24505			18217			UDP			671			13.1s
128.110.0.35			128.110.0.36			17057			3388			TCP			593			11.0s
128.110.0.35			128.110.0.36			38283			7784			UDP			848			29.4s
128.110.0.35			128.110.0.36			20362			8469			TCP			641			30.5s
128.110.0.35			128.110.0.36			32112			1246			TCP			453			43.3s
128.110.0.35			128.110.0.36			39426			2708			TCP			514			31.9s
128.110.0.35			128.110.0.36			27051			8482			TCP			879			19.5s
128.110.0.35			128.110.0.36			9943			4515			TCP			700			39.3s
128.110.0.35			128.110.0.36			46410			9025			TCP			735			21.8s
128.110.0.35			128.110.0.36			47785			10247			UDP			977			27.5s
128.110.0.35			128.110.0.36			46315			2913			UDP			620			45.4s
128.110.0.35			128.110.0.36			28682			4573			UDP			846			33.7s
128.110.0.35			128.110.0.36			26891			18171			TCP			659			24.6s
128.110.0.35			128.110.0.36			36443			19752			UDP			933			25.3s
128.110.0.35			128.110.0.36			47304			8705			TCP			776			17.1s
128.110.0.35			128.110.0.36			38407			9511			TCP			713			16.9s
128.110.0.35			128.110.0.36			23085			861			TCP			908			24.9s
128.110.0.35			128.110.0.36			21465			14445			TCP			577			36.0s
128.110.0.35			128.110.0.36			15516			4034			TCP			974			27.9s
128.110.0.35			128.110.0.36			35488			12861			UDP			915			10.8s
128.110.0.35			128.110.0.36			48554			1535			UDP			466			23.1s
128.110.0.35			128.110.0.36			38693			4496			TCP			715			43.6s
128.110.0.35			128.110.0.36			41470			12870			TCP			654			29.4s
128.110.0.35			128.110.0.36			26191			4586			TCP			417			41.5s
128.110.0.35			128.110.0.36			21105			325			UDP			929			36.2s
128.110.0.35			128.110.0.36			39451			17106			UDP			962			38.7s
128.110.0.35			128.110.0.36			27869			5727			TCP			641			23.9s
128.110.0.35			128.110.0.36			40337			8895			UDP			868			10.9s
128.110.0.35			128.110.0.36			34214			4227			TCP			436			27.8s
128.110.0.35			128.110.0.36			48662			6527			TCP			679			42.1s
128.110.0.35			128.110.0.36			48150			15998			UDP			767			16.9s
128.110.0.35			128.110.0.36			36038			1464			TCP			694			35.0s
128.110.0.35			128.110.0.36			35601			4455			UDP			927			14.4s
128.110.0.35			128.110.0.36			21490			15632			TCP			544			36.4s
128.110.0.35			128.110.0.36			38985			5384			UDP			502			35.0s
128.110.0.35			128.110.0.36			30433			19356			TCP			660			15.3s
128.110.0.35			128.110.0.36			41072			13059			TCP			687			17.1s
128.110.0.35			128.110.0.36			42166			4091			TCP			726			22.1s
128.110.0.35			128.110.0.36			36957			14855			TCP			470			42.0s
128.110.0.35			128.110.0.36			24504			7061			TCP			672			35.2s
128.110.0.35			128.110.0.36			45248			6459			UDP			624			38.1s
128.110.0.35			128.110.0.36			26390			12638			TCP			737			41.6s
128.110.0.35			128.110.0.36			9729			7278			UDP			500			36.2s
128.110.0.35			128.110.0.36			36641			14272			TCP			817			30.4s
128.110.0.35			128.110.0.36			36303			17359			TCP			928			15.8s
128.110.0.35			128.110.0.36			32880			10118			UDP			569			15.0s
128.110.0.35			128.110.0.36			43947			1457			TCP			912			45.3s
128.110.0.35			128.110.0.36			12718			323			UDP			964			30.9s
128.110.0.35			128.110.0.36			24633			4483			UDP			630			26.1s
128.110.0.35			128.110.0.36			31588			19653			TCP			615			29.5s
128.110.0.35			128.110.0.36			15975			16154			UDP			478			42.7s
128.110.0.35			128.110.0.36			45981			4649			UDP			521			23.8s
128.110.0.35			128.110.0.36			21739			7543			UDP			653			48.6s
128.110.0.35			128.110.0.36			48595			11577			UDP			795			13.7s
128.110.0.35			128.110.0.36			24120			3147			UDP			631			42.3s
128.110.0.35			128.110.0.36			46494			11827			UDP			915			25.3s
128.110.0.35			128.110.0.36			33596			764			UDP			949			37.5s
128.110.0.35			128.110.0.36			48633			6476			UDP			773			26.7s
128.110.0.35			128.110.0.36			10319			4048			TCP			684			11.6s
128.110.0.35			128.110.0.36			46433			3951			UDP			802			15.7s
128.110.0.35			128.110.0.36			9835			10195			UDP			942			42.1s
128.110.0.35			128.110.0.36			25166			17230			UDP			889			22.1s
128.110.0.35			128.110.0.36			33259			2235			UDP			623			17.1s
128.110.0.35			128.110.0.36			49315			15534			UDP			666			37.1s
128.110.0.35			128.110.0.36			39190			62			UDP			986			28.9s
128.110.0.35			128.110.0.36			21789			4842			TCP			973			19.6s
128.110.0.35			128.110.0.36			35627			10594			TCP			402			16.4s
128.110.0.35			128.110.0.36			21833			7618			TCP			628			19.3s
128.110.0.35			128.110.0.36			9269			12472			UDP			703			18.6s
128.110.0.35			128.110.0.36			16802			10972			UDP			622			21.8s
128.110.0.35			128.110.0.36			21806			9049			TCP			756			21.8s
128.110.0.35			128.110.0.36			42067			19369			TCP			755			22.0s
128.110.0.35			128.110.0.36			40542			10552			TCP			954			40.5s
128.110.0.35			128.110.0.36			12790			12869			UDP			937			35.4s
128.110.0.35			128.110.0.36			24384			15263			TCP			761			16.3s
128.110.0.35			128.110.0.36			12980			5233			UDP			400			47.3s
128.110.0.35			128.110.0.36			44156			10249			UDP			604			33.9s
128.110.0.35			128.110.0.36			15506			15193			TCP			587			25.7s
128.110.0.35			128.110.0.36			18599			4184			UDP			566			33.8s
128.110.0.35			128.110.0.36			7904			12756			TCP			468			20.5s
128.110.0.35			128.110.0.36			7829			8695			TCP			785			47.5s
128.110.0.35			128.110.0.36			8532			11999			UDP			587			43.2s
128.110.0.35			128.110.0.36			10234			9245			TCP			945			11.3s
128.110.0.35			128.110.0.36			16941			3608			UDP			577			28.3s
128.110.0.35			128.110.0.36			16930			9540			TCP			495			37.4s
128.110.0.35			128.110.0.36			14314			11768			UDP			936			28.9s
128.110.0.35			128.110.0.36			33505			9213			TCP			976			37.1s
128.110.0.35			128.110.0.36			14448			7881			UDP			527			20.9s
128.110.0.35			128.110.0.36			23340			2287			TCP			975			48.4s
128.110.0.35			128.110.0.36			43752			12618			UDP			600			21.9s
128.110.0.35			128.110.0.36			28677			19827			TCP			517			14.3s
128.110.0.35			128.110.0.36			31956			5486			UDP			617			42.9s
128.110.0.35			128.110.0.36			37221			7774			UDP			800			40.9s
128.110.0.35			128.110.0.36			20640			15359			UDP			527			44.8s
128.110.0.35			128.110.0.36			48695			8214			UDP			798			21.7s
128.110.0.35			128.110.0.36			13262			2977			UDP			653			46.8s
128.110.0.35			128.110.0.36			49053			18100			UDP			459			37.4s
128.110.0.35			128.110.0.36			8883			16440			TCP			464			46.6s
128.110.0.35			128.110.0.36			40201			10048			UDP			850			34.8s
128.110.0.35			128.110.0.36			44239			7132			TCP			820			36.1s
128.110.0.35			128.110.0.36			42297			5909			TCP			671			36.3s
128.110.0.35			128.110.0.36			49166			13546			TCP			844			17.8s
128.110.0.35			128.110.0.36			14744			13583			TCP			531			10.1s
128.110.0.35			128.110.0.36			35139			7784			UDP			758			21.0s
128.110.0.35			128.110.0.36			44570			12565			TCP			431			33.7s
128.110.0.35			128.110.0.36			44335			9452			UDP			990			22.6s
128.110.0.35			128.110.0.36			26973			157			UDP			926			43.9s
128.110.0.35			128.110.0.36			14372			18595			UDP			477			31.6s
128.110.0.35			128.110.0.36			44915			13314			TCP			413			30.7s
128.110.0.35			128.110.0.36			12957			11248			UDP			808			47.4s
128.110.0.35			128.110.0.36			45323			9940			TCP			529			48.2s
128.110.0.35			128.110.0.36			22173			3096			UDP			463			24.6s
128.110.0.35			128.110.0.36			39318			1874			UDP			822			47.4s
128.110.0.35			128.110.0.36			46167			8679			UDP			403			27.9s
128.110.0.35			128.110.0.36			45503			9120			UDP			548			26.6s
128.110.0.35			128.110.0.36			39059			14106			UDP			743			27.7s
128.110.0.35			128.110.0.36			13261			6844			UDP			467			37.9s
128.110.0.35			128.110.0.36			45894			7631			TCP			616			47.7s
128.110.0.35			128.110.0.36			22146			16172			UDP			802			44.4s
128.110.0.35			128.110.0.36			46625			14392			TCP			557			26.8s
128.110.0.35			128.110.0.36			10842			4030			TCP			998			43.5s
128.110.0.35			128.110.0.36			49835			14706			TCP			469			23.4s
128.110.0.35			128.110.0.36			22177			14392			TCP			688			20.8s
128.110.0.35			128.110.0.36			27389			19426			TCP			963			42.1s
128.110.0.35			128.110.0.36			21471			14739			TCP			811			27.9s
128.110.0.35			128.110.0.36			23128			7863			UDP			482			39.4s
128.110.0.35			128.110.0.36			8149			8466			UDP			665			19.6s
128.110.0.35			128.110.0.36			10113			12013			UDP			919			37.7s
128.110.0.35			128.110.0.36			30284			3954			UDP			664			39.9s
128.110.0.35			128.110.0.36			38136			931			TCP			746			25.7s
128.110.0.35			128.110.0.36			24921			13405			UDP			540			25.0s
128.110.0.35			128.110.0.36			37525			14876			TCP			831			16.1s
128.110.0.35			128.110.0.36			49151			5757			TCP			768			31.8s
128.110.0.35			128.110.0.36			8860			9483			TCP			694			17.1s
128.110.0.35			128.110.0.36			41229			2946			TCP			773			33.5s
128.110.0.35			128.110.0.36			46396			11146			TCP			553			14.5s
128.110.0.35			128.110.0.36			23950			10492			UDP			615			22.2s
128.110.0.35			128.110.0.36			31203			13926			TCP			719			19.2s
128.110.0.35			128.110.0.36			25088			1202			TCP			699			14.7s
128.110.0.35			128.110.0.36			36946			13266			UDP			497			16.0s
128.110.0.35			128.110.0.36			48768			7322			TCP			425			47.5s
128.110.0.35			128.110.0.36			14415			9568			UDP			564			37.7s
128.110.0.35			128.110.0.36			34821			4752			UDP			427			31.6s
128.110.0.35			128.110.0.36			42459			2769			UDP			482			23.5s
128.110.0.35			128.110.0.36			45070			5288			UDP			784			13.8s
128.110.0.35			128.110.0.36			22910			6525			TCP			419			10.7s
128.110.0.35			128.110.0.36			44549			13275			UDP			762			22.0s
128.110.0.35			128.110.0.36			35178			5449			TCP			496			30.1s
128.110.0.35			128.110.0.36			37417			10880			UDP			819			29.7s
128.110.0.35			128.110.0.36			9012			15854			TCP			449			10.7s
128.110.0.35			128.110.0.36			32357			15950			TCP			765			45.0s
128.110.0.35			128.110.0.36			37623			15181			UDP			785			36.1s
128.110.0.35			128.110.0.36			35965			1627			TCP			777			35.6s
128.110.0.35			128.110.0.36			47116			5607			UDP			766			25.3s
128.110.0.35			128.110.0.36			26522			4313			TCP			933			36.2s
128.110.0.35			128.110.0.36			39884			3851			UDP			450			19.4s
128.110.0.35			128.110.0.36			18820			18801			UDP			852			26.4s
128.110.0.35			128.110.0.36			24654			7223			UDP			743			36.9s
128.110.0.35			128.110.0.36			34995			6799			UDP			901			45.7s
128.110.0.35			128.110.0.36			8102			7780			UDP			522			37.5s
128.110.0.35			128.110.0.36			39113			13507			UDP			464			19.6s
128.110.0.35			128.110.0.36			45656			4012			TCP			516			35.8s
128.110.0.35			128.110.0.36			49636			4787			UDP			893			42.9s
128.110.0.35			128.110.0.36			42203			9888			TCP			925			10.3s
128.110.0.35			128.110.0.36			41200			3371			TCP			711			40.5s
128.110.0.35			128.110.0.36			31303			17480			UDP			876			44.5s
128.110.0.35			128.110.0.36			27119			5961			TCP			798			18.3s
128.110.0.35			128.110.0.36			36302			6977			TCP			740			21.3s
128.110.0.35			128.110.0.36			37045			1076			TCP			874			37.8s
128.110.0.35			128.110.0.36			16330			18513			UDP			904			30.7s
128.110.0.35			128.110.0.36			32814			9848			UDP			868			43.1s
128.110.0.35			128.110.0.36			19679			14235			TCP			833			39.4s
128.110.0.35			128.110.0.36			38131			14178			UDP			964			11.1s
128.110.0.35			128.110.0.36			41494			10565			UDP			758			24.0s
128.110.0.35			128.110.0.36			49047			4506			UDP			828			34.8s
128.110.0.35			128.110.0.36			44079			2661			UDP			888			40.3s
